location,date,vaccine,total_vaccinations
Austria,2021-08-13,Oxford/AstraZeneca,1586684
Austria,2021-08-13,Pfizer/BioNTech,7132652
Austria,2021-08-20,Johnson&Johnson,239413
Austria,2021-08-20,Moderna,1006146
Austria,2021-08-20,Oxford/AstraZeneca,1590060
Austria,2021-08-20,Pfizer/BioNTech,7224950
Austria,2021-08-27,Johnson&Johnson,253021
Austria,2021-08-27,Moderna,1009772
Austria,2021-08-27,Oxford/AstraZeneca,1592340
Austria,2021-08-27,Pfizer/BioNTech,7282357
Austria,2021-09-03,Johnson&Johnson,265710
Austria,2021-09-03,Moderna,1014499
Austria,2021-09-03,Oxford/AstraZeneca,1594720
Austria,2021-09-03,Pfizer/BioNTech,7330432
Austria,2021-09-10,Johnson&Johnson,279476
Austria,2021-09-10,Moderna,1017313
Austria,2021-09-10,Oxford/AstraZeneca,1596195
Austria,2021-09-10,Pfizer/BioNTech,7379784
Austria,2021-09-17,Johnson&Johnson,290498
Austria,2021-09-17,Moderna,1021100
Austria,2021-09-17,Oxford/AstraZeneca,1597527
Austria,2021-09-17,Pfizer/BioNTech,7437992
Austria,2021-09-21,Johnson&Johnson,291624
Austria,2021-09-21,Moderna,1021369
Austria,2021-09-21,Oxford/AstraZeneca,1597899
Austria,2021-09-21,Pfizer/BioNTech,7442771
