location,date,vaccine,total_vaccinations
Hungary,2021-11-19,Sinopharm/Beijing,2160969
Hungary,2021-11-19,Sputnik V,1807392
Hungary,2021-11-26,Johnson&Johnson,278281
Hungary,2021-11-26,Moderna,896988
Hungary,2021-11-26,Oxford/AstraZeneca,1250883
Hungary,2021-11-26,Pfizer/BioNTech,7105356
Hungary,2021-11-26,Sinopharm/Beijing,2185869
Hungary,2021-11-26,Sputnik V,1807392
Hungary,2021-12-03,Johnson&Johnson,291980
Hungary,2021-12-03,Moderna,930225
Hungary,2021-12-03,Oxford/AstraZeneca,1250934
Hungary,2021-12-03,Pfizer/BioNTech,7378355
Hungary,2021-12-03,Sinopharm/Beijing,2201519
Hungary,2021-12-03,Sputnik V,1807392
Hungary,2021-12-10,Johnson&Johnson,302453
Hungary,2021-12-10,Moderna,958040
Hungary,2021-12-10,Oxford/AstraZeneca,1251330
Hungary,2021-12-10,Pfizer/BioNTech,7601357
Hungary,2021-12-10,Sinopharm/Beijing,2217170
Hungary,2021-12-10,Sputnik V,1807392
Hungary,2021-12-17,Johnson&Johnson,302512
Hungary,2021-12-17,Moderna,968501
Hungary,2021-12-17,Oxford/AstraZeneca,1251461
Hungary,2021-12-17,Pfizer/BioNTech,7718718
Hungary,2021-12-17,Sinopharm/Beijing,2225840
Hungary,2021-12-17,Sputnik V,1807392
Hungary,2021-12-24,Johnson&Johnson,304684
Hungary,2021-12-24,Moderna,973847
Hungary,2021-12-24,Oxford/AstraZeneca,1251511
Hungary,2021-12-24,Pfizer/BioNTech,7767892
Hungary,2021-12-24,Sinopharm/Beijing,2232252
Hungary,2021-12-24,Sputnik V,1807392
Hungary,2021-12-31,Johnson&Johnson,306384
Hungary,2021-12-31,Moderna,978843
Hungary,2021-12-31,Oxford/AstraZeneca,1251605
Hungary,2021-12-31,Pfizer/BioNTech,7805931
Hungary,2021-12-31,Sinopharm/Beijing,2239144
Hungary,2021-12-31,Sputnik V,1807392
Hungary,2022-01-07,Johnson&Johnson,311249
Hungary,2022-01-07,Moderna,991324
Hungary,2022-01-07,Oxford/AstraZeneca,1251701
Hungary,2022-01-07,Pfizer/BioNTech,7910788
Hungary,2022-01-07,Sinopharm/Beijing,2250280
Hungary,2022-01-14,Johnson&Johnson,311885
Hungary,2022-01-14,Moderna,993172
Hungary,2022-01-14,Oxford/AstraZeneca,1251721
Hungary,2022-01-14,Pfizer/BioNTech,7925467
Hungary,2022-01-14,Sinopharm/Beijing,2252652
