location,date,vaccine,total_vaccinations
Netherlands,2021-06-25,Pfizer/BioNTech,10945660
Netherlands,2021-07-02,Johnson&Johnson,672245
Netherlands,2021-07-02,Moderna,1308718
Netherlands,2021-07-02,Oxford/AstraZeneca,2778704
Netherlands,2021-07-02,Pfizer/BioNTech,11991108
Netherlands,2021-07-09,Johnson&Johnson,741391
Netherlands,2021-07-09,Moderna,1517129
Netherlands,2021-07-09,Oxford/AstraZeneca,2800235
Netherlands,2021-07-09,Pfizer/BioNTech,12811195
Netherlands,2021-07-16,Johnson&Johnson,755327
Netherlands,2021-07-16,Moderna,1657103
Netherlands,2021-07-16,Oxford/AstraZeneca,2800543
Netherlands,2021-07-16,Pfizer/BioNTech,13642209
Netherlands,2021-07-23,Johnson&Johnson,764448
Netherlands,2021-07-23,Moderna,1756445
Netherlands,2021-07-23,Oxford/AstraZeneca,2800552
Netherlands,2021-07-23,Pfizer/BioNTech,14268983
Netherlands,2021-07-30,Johnson&Johnson,771742
Netherlands,2021-07-30,Moderna,1806505
Netherlands,2021-07-30,Oxford/AstraZeneca,2800612
Netherlands,2021-07-30,Pfizer/BioNTech,14924268
Netherlands,2021-08-06,Johnson&Johnson,777164
Netherlands,2021-08-06,Moderna,1842789
Netherlands,2021-08-06,Oxford/AstraZeneca,2800644
Netherlands,2021-08-06,Pfizer/BioNTech,15632605
Netherlands,2021-08-13,Johnson&Johnson,781697
Netherlands,2021-08-13,Moderna,1918678
Netherlands,2021-08-13,Oxford/AstraZeneca,2800644
Netherlands,2021-08-13,Pfizer/BioNTech,16134536
Netherlands,2021-08-20,Johnson&Johnson,785465
Netherlands,2021-08-20,Moderna,1940807
Netherlands,2021-08-20,Oxford/AstraZeneca,2800644
Netherlands,2021-08-20,Pfizer/BioNTech,16272895
Netherlands,2021-08-27,Johnson&Johnson,788761
Netherlands,2021-08-27,Moderna,1952027
Netherlands,2021-08-27,Oxford/AstraZeneca,2800644
Netherlands,2021-08-27,Pfizer/BioNTech,16394493
Netherlands,2021-09-03,Johnson&Johnson,791933
Netherlands,2021-09-03,Moderna,1957800
Netherlands,2021-09-03,Oxford/AstraZeneca,2800648
Netherlands,2021-09-03,Pfizer/BioNTech,16501217
Netherlands,2021-09-10,Johnson&Johnson,795077
Netherlands,2021-09-10,Moderna,1960224
Netherlands,2021-09-10,Oxford/AstraZeneca,2800657
Netherlands,2021-09-10,Pfizer/BioNTech,16580254
Netherlands,2021-09-17,Johnson&Johnson,801660
Netherlands,2021-09-17,Moderna,1962429
Netherlands,2021-09-17,Oxford/AstraZeneca,2800667
Netherlands,2021-09-17,Pfizer/BioNTech,16672708
Netherlands,2021-09-24,Johnson&Johnson,815106
Netherlands,2021-09-24,Moderna,1964667
Netherlands,2021-09-24,Oxford/AstraZeneca,2800667
Netherlands,2021-09-24,Pfizer/BioNTech,16757023
Netherlands,2021-10-01,Johnson&Johnson,828287
Netherlands,2021-10-01,Moderna,1966694
Netherlands,2021-10-01,Oxford/AstraZeneca,2800694
Netherlands,2021-10-01,Pfizer/BioNTech,16830588
Netherlands,2021-10-08,Johnson&Johnson,832698
Netherlands,2021-10-08,Moderna,1967802
Netherlands,2021-10-08,Oxford/AstraZeneca,2800723
Netherlands,2021-10-08,Pfizer/BioNTech,16895733
