location,date,vaccine,total_vaccinations
Denmark,2021-07-30,Pfizer/BioNTech,6362326
Denmark,2021-08-06,Johnson&Johnson,46321
Denmark,2021-08-06,Moderna,841764
Denmark,2021-08-06,Oxford/AstraZeneca,154326
Denmark,2021-08-06,Pfizer/BioNTech,6645828
Denmark,2021-08-13,Johnson&Johnson,46394
Denmark,2021-08-13,Moderna,952143
Denmark,2021-08-13,Oxford/AstraZeneca,154381
Denmark,2021-08-13,Pfizer/BioNTech,6920084
Denmark,2021-08-20,Johnson&Johnson,46448
Denmark,2021-08-20,Moderna,1022791
Denmark,2021-08-20,Oxford/AstraZeneca,154421
Denmark,2021-08-20,Pfizer/BioNTech,7098590
Denmark,2021-08-27,Johnson&Johnson,46509
Denmark,2021-08-27,Moderna,1072109
Denmark,2021-08-27,Oxford/AstraZeneca,154463
Denmark,2021-08-27,Pfizer/BioNTech,7218367
Denmark,2021-09-03,Johnson&Johnson,46541
Denmark,2021-09-03,Moderna,1096756
Denmark,2021-09-03,Oxford/AstraZeneca,154506
Denmark,2021-09-03,Pfizer/BioNTech,7298554
Denmark,2021-09-10,Johnson&Johnson,46548
Denmark,2021-09-10,Moderna,1110097
Denmark,2021-09-10,Oxford/AstraZeneca,154533
Denmark,2021-09-10,Pfizer/BioNTech,7353965
Denmark,2021-09-17,Johnson&Johnson,46558
Denmark,2021-09-17,Moderna,1121210
Denmark,2021-09-17,Oxford/AstraZeneca,154552
Denmark,2021-09-17,Pfizer/BioNTech,7415915
Denmark,2021-09-24,Johnson&Johnson,46568
Denmark,2021-09-24,Moderna,1130694
Denmark,2021-09-24,Oxford/AstraZeneca,154573
Denmark,2021-09-24,Pfizer/BioNTech,7468130
Denmark,2021-10-01,Johnson&Johnson,46589
Denmark,2021-10-01,Moderna,1139345
Denmark,2021-10-01,Oxford/AstraZeneca,154586
Denmark,2021-10-01,Pfizer/BioNTech,7501141
Denmark,2021-10-08,Johnson&Johnson,46605
Denmark,2021-10-08,Moderna,1151457
Denmark,2021-10-08,Oxford/AstraZeneca,154605
Denmark,2021-10-08,Pfizer/BioNTech,7537541
Denmark,2021-10-15,Johnson&Johnson,46621
Denmark,2021-10-15,Moderna,1162833
Denmark,2021-10-15,Oxford/AstraZeneca,154624
Denmark,2021-10-15,Pfizer/BioNTech,7581593
Denmark,2021-10-22,Johnson&Johnson,46640
Denmark,2021-10-22,Moderna,1172470
Denmark,2021-10-22,Oxford/AstraZeneca,154640
Denmark,2021-10-22,Pfizer/BioNTech,7668855
Denmark,2021-10-29,Johnson&Johnson,46655
Denmark,2021-10-29,Moderna,1183850
Denmark,2021-10-29,Oxford/AstraZeneca,154655
Denmark,2021-10-29,Pfizer/BioNTech,7755631
Denmark,2021-11-05,Johnson&Johnson,46664
Denmark,2021-11-05,Moderna,1197275
Denmark,2021-11-05,Oxford/AstraZeneca,154681
Denmark,2021-11-05,Pfizer/BioNTech,7837154
Denmark,2021-11-12,Johnson&Johnson,46687
Denmark,2021-11-12,Moderna,1219537
Denmark,2021-11-12,Oxford/AstraZeneca,154710
Denmark,2021-11-12,Pfizer/BioNTech,7940346
Denmark,2021-11-19,Johnson&Johnson,46721
Denmark,2021-11-19,Moderna,1240422
Denmark,2021-11-19,Oxford/AstraZeneca,154737
Denmark,2021-11-19,Pfizer/BioNTech,8077665
Denmark,2021-11-26,Johnson&Johnson,46751
Denmark,2021-11-26,Moderna,1267645
Denmark,2021-11-26,Oxford/AstraZeneca,154756
Denmark,2021-11-26,Pfizer/BioNTech,8275657
Denmark,2021-12-03,Johnson&Johnson,46805
Denmark,2021-12-03,Moderna,1293481
Denmark,2021-12-03,Oxford/AstraZeneca,154785
Denmark,2021-12-03,Pfizer/BioNTech,8499496
Denmark,2021-12-10,Johnson&Johnson,46835
Denmark,2021-12-10,Moderna,1331031
Denmark,2021-12-10,Oxford/AstraZeneca,154835
Denmark,2021-12-10,Pfizer/BioNTech,8845005
Denmark,2021-12-17,Johnson&Johnson,46858
Denmark,2021-12-17,Moderna,1402995
Denmark,2021-12-17,Oxford/AstraZeneca,154918
Denmark,2021-12-17,Pfizer/BioNTech,9655566
Denmark,2021-12-24,Johnson&Johnson,46874
Denmark,2021-12-24,Moderna,1450394
Denmark,2021-12-24,Oxford/AstraZeneca,154957
Denmark,2021-12-24,Pfizer/BioNTech,10127231
Denmark,2021-12-31,Johnson&Johnson,46888
Denmark,2021-12-31,Moderna,1501383
Denmark,2021-12-31,Oxford/AstraZeneca,155000
Denmark,2021-12-31,Pfizer/BioNTech,10482338
Denmark,2022-01-07,Johnson&Johnson,46907
Denmark,2022-01-07,Moderna,1570236
Denmark,2022-01-07,Oxford/AstraZeneca,155034
Denmark,2022-01-07,Pfizer/BioNTech,10793215
