date,location,vaccine,total_vaccinations
2020-12-27,Romania,Pfizer/BioNTech,965
2020-12-28,Romania,Pfizer/BioNTech,2066
2020-12-29,Romania,Pfizer/BioNTech,2778
2020-12-30,Romania,Pfizer/BioNTech,5666
2020-12-31,Romania,Pfizer/BioNTech,10289
2021-01-01,Romania,Pfizer/BioNTech,11656
2021-01-02,Romania,Pfizer/BioNTech,13242
2021-01-03,Romania,Pfizer/BioNTech,13596
2021-01-04,Romania,Pfizer/BioNTech,25508
2021-01-05,Romania,Pfizer/BioNTech,41609
2021-01-06,Romania,Pfizer/BioNTech,58554
2021-01-07,Romania,Pfizer/BioNTech,76400
2021-01-08,Romania,Pfizer/BioNTech,92706
2021-01-09,Romania,Pfizer/BioNTech,102301
2021-01-10,Romania,Pfizer/BioNTech,108294
2021-01-11,Romania,Pfizer/BioNTech,125190
2021-01-12,Romania,Pfizer/BioNTech,140447
2021-01-13,Romania,Pfizer/BioNTech,154268
2021-01-14,Romania,Pfizer/BioNTech,168089
2021-01-15,Romania,Pfizer/BioNTech,184146
2021-01-16,Romania,Pfizer/BioNTech,196567
2021-01-17,Romania,Pfizer/BioNTech,204662
2021-01-18,Romania,Pfizer/BioNTech,234899
2021-01-19,Romania,Pfizer/BioNTech,269706
2021-01-20,Romania,Pfizer/BioNTech,308044
2021-01-21,Romania,Pfizer/BioNTech,347756
2021-01-22,Romania,Pfizer/BioNTech,385596
2021-01-23,Romania,Pfizer/BioNTech,418545
2021-01-24,Romania,Pfizer/BioNTech,445945
2021-01-25,Romania,Pfizer/BioNTech,484291
2021-01-26,Romania,Pfizer/BioNTech,528038
2021-01-27,Romania,Pfizer/BioNTech,570364
2021-01-28,Romania,Pfizer/BioNTech,609056
2021-01-29,Romania,Pfizer/BioNTech,646660
2021-01-30,Romania,Pfizer/BioNTech,672056
2021-01-31,Romania,Pfizer/BioNTech,691075
2021-02-01,Romania,Pfizer/BioNTech,720844
2021-02-02,Romania,Pfizer/BioNTech,748392
2021-02-03,Romania,Pfizer/BioNTech,771862
2021-02-04,Romania,Pfizer/BioNTech,788012
2021-02-05,Romania,Pfizer/BioNTech,806268
2021-02-06,Romania,Pfizer/BioNTech,817385
2021-02-07,Romania,Pfizer/BioNTech,824956
2021-02-08,Romania,Pfizer/BioNTech,855554
2021-02-09,Romania,Pfizer/BioNTech,889416
2021-02-10,Romania,Pfizer/BioNTech,926179
2021-02-11,Romania,Pfizer/BioNTech,961312
2021-02-12,Romania,Pfizer/BioNTech,997068
2021-02-13,Romania,Pfizer/BioNTech,1028900
2021-02-14,Romania,Pfizer/BioNTech,1055753
2021-02-15,Romania,Pfizer/BioNTech,1083043
2021-02-16,Romania,Pfizer/BioNTech,1111098
2021-02-17,Romania,Pfizer/BioNTech,1139713
2021-02-18,Romania,Pfizer/BioNTech,1168247
2021-02-19,Romania,Pfizer/BioNTech,1196266
2021-02-20,Romania,Pfizer/BioNTech,1219748
2021-02-21,Romania,Pfizer/BioNTech,1239270
2021-02-22,Romania,Pfizer/BioNTech,1259204
2021-02-23,Romania,Pfizer/BioNTech,1278866
2021-02-24,Romania,Pfizer/BioNTech,1297346
2021-02-25,Romania,Pfizer/BioNTech,1307417
2021-02-26,Romania,Pfizer/BioNTech,1315258
2021-02-27,Romania,Pfizer/BioNTech,1320991
2021-02-28,Romania,Pfizer/BioNTech,1324066
2021-03-01,Romania,Pfizer/BioNTech,1347000
2021-03-02,Romania,Pfizer/BioNTech,1375693
2021-03-03,Romania,Pfizer/BioNTech,1405699
2021-03-04,Romania,Pfizer/BioNTech,1434988
2021-03-05,Romania,Pfizer/BioNTech,1466214
2021-03-06,Romania,Pfizer/BioNTech,1499132
2021-03-07,Romania,Pfizer/BioNTech,1530123
2021-03-08,Romania,Pfizer/BioNTech,1562623
2021-03-09,Romania,Pfizer/BioNTech,1598547
2021-03-10,Romania,Pfizer/BioNTech,1638693
2021-03-11,Romania,Pfizer/BioNTech,1678903
2021-03-12,Romania,Pfizer/BioNTech,1718894
2021-03-13,Romania,Pfizer/BioNTech,1758375
2021-03-14,Romania,Pfizer/BioNTech,1792723
2021-03-15,Romania,Pfizer/BioNTech,1828437
2021-03-16,Romania,Pfizer/BioNTech,1869226
2021-03-17,Romania,Pfizer/BioNTech,1907900
2021-03-18,Romania,Pfizer/BioNTech,1946513
2021-03-19,Romania,Pfizer/BioNTech,1984407
2021-03-20,Romania,Pfizer/BioNTech,2022454
2021-03-21,Romania,Pfizer/BioNTech,2054609
2021-03-22,Romania,Pfizer/BioNTech,2090459
2021-03-23,Romania,Pfizer/BioNTech,2135815
2021-03-24,Romania,Pfizer/BioNTech,2182617
2021-03-25,Romania,Pfizer/BioNTech,2229733
2021-03-26,Romania,Pfizer/BioNTech,2273184
2021-03-27,Romania,Pfizer/BioNTech,2318409
2021-03-28,Romania,Pfizer/BioNTech,2360607
2021-03-29,Romania,Pfizer/BioNTech,2401887
2021-03-30,Romania,Pfizer/BioNTech,2454264
2021-03-31,Romania,Pfizer/BioNTech,2501784
2021-04-01,Romania,Pfizer/BioNTech,2548790
2021-04-02,Romania,Pfizer/BioNTech,2595945
2021-04-03,Romania,Pfizer/BioNTech,2640729
2021-04-04,Romania,Pfizer/BioNTech,2680468
2021-04-05,Romania,Pfizer/BioNTech,2723919
2021-04-06,Romania,Pfizer/BioNTech,2770716
2021-04-07,Romania,Pfizer/BioNTech,2818530
2021-04-08,Romania,Pfizer/BioNTech,2867621
2021-04-09,Romania,Pfizer/BioNTech,2914374
2021-04-10,Romania,Pfizer/BioNTech,2965548
2021-04-11,Romania,Pfizer/BioNTech,3012825
2021-04-12,Romania,Pfizer/BioNTech,3059096
2021-04-13,Romania,Pfizer/BioNTech,3117146
2021-04-14,Romania,Pfizer/BioNTech,3178405
2021-04-15,Romania,Pfizer/BioNTech,3240132
2021-04-16,Romania,Pfizer/BioNTech,3300799
2021-04-17,Romania,Pfizer/BioNTech,3362657
2021-04-18,Romania,Pfizer/BioNTech,3417475
2021-04-19,Romania,Pfizer/BioNTech,3474495
2021-04-20,Romania,Pfizer/BioNTech,3543461
2021-04-21,Romania,Pfizer/BioNTech,3614041
2021-04-22,Romania,Pfizer/BioNTech,3680757
2021-04-23,Romania,Pfizer/BioNTech,3749432
2021-04-24,Romania,Pfizer/BioNTech,3817954
2021-04-25,Romania,Pfizer/BioNTech,3877603
2021-04-26,Romania,Pfizer/BioNTech,3939640
2021-04-27,Romania,Pfizer/BioNTech,4004648
2021-04-28,Romania,Pfizer/BioNTech,4070437
2021-04-29,Romania,Pfizer/BioNTech,4134438
2021-04-30,Romania,Pfizer/BioNTech,4197155
2021-05-01,Romania,Pfizer/BioNTech,4245742
2021-05-02,Romania,Pfizer/BioNTech,4279191
2021-05-03,Romania,Pfizer/BioNTech,4334654
2021-05-04,Romania,Pfizer/BioNTech,4404747
2021-05-05,Romania,Pfizer/BioNTech,4483199
2021-05-06,Romania,Pfizer/BioNTech,4566436
2021-05-07,Romania,Pfizer/BioNTech,4642514
2021-05-08,Romania,Pfizer/BioNTech,4735067
2021-05-09,Romania,Pfizer/BioNTech,4823349
2021-05-10,Romania,Pfizer/BioNTech,4905212
2021-05-11,Romania,Pfizer/BioNTech,4992709
2021-05-12,Romania,Pfizer/BioNTech,5078867
2021-05-13,Romania,Pfizer/BioNTech,5163215
2021-05-14,Romania,Pfizer/BioNTech,5252621
2021-05-15,Romania,Pfizer/BioNTech,5353370
2021-05-16,Romania,Pfizer/BioNTech,5440284
2021-05-17,Romania,Pfizer/BioNTech,5517198
2021-05-18,Romania,Pfizer/BioNTech,5591759
2021-05-19,Romania,Pfizer/BioNTech,5662827
2021-05-20,Romania,Pfizer/BioNTech,5728149
2021-05-21,Romania,Pfizer/BioNTech,5790898
2021-05-22,Romania,Pfizer/BioNTech,5847052
2021-05-23,Romania,Pfizer/BioNTech,5884675
2021-05-24,Romania,Pfizer/BioNTech,5922644
2021-05-25,Romania,Pfizer/BioNTech,5970755
2021-05-26,Romania,Pfizer/BioNTech,6021938
2021-05-27,Romania,Pfizer/BioNTech,6070261
2021-05-28,Romania,Pfizer/BioNTech,6120498
2021-05-29,Romania,Pfizer/BioNTech,6183794
2021-05-30,Romania,Pfizer/BioNTech,6242467
2021-05-31,Romania,Pfizer/BioNTech,6292917
2021-06-01,Romania,Pfizer/BioNTech,6335638
2021-06-02,Romania,Pfizer/BioNTech,6378667
2021-06-03,Romania,Pfizer/BioNTech,6424160
2021-06-04,Romania,Pfizer/BioNTech,6474130
2021-06-05,Romania,Pfizer/BioNTech,6532740
2021-06-06,Romania,Pfizer/BioNTech,6582226
2021-06-07,Romania,Pfizer/BioNTech,6619520
2021-06-08,Romania,Pfizer/BioNTech,6655832
2021-06-09,Romania,Pfizer/BioNTech,6688204
2021-06-10,Romania,Pfizer/BioNTech,6716587
2021-06-11,Romania,Pfizer/BioNTech,6744379
2021-06-12,Romania,Pfizer/BioNTech,6774086
2021-06-13,Romania,Pfizer/BioNTech,6799355
2021-06-14,Romania,Pfizer/BioNTech,6821300
2021-06-15,Romania,Pfizer/BioNTech,6843211
2021-06-16,Romania,Pfizer/BioNTech,6865262
2021-06-17,Romania,Pfizer/BioNTech,6885178
2021-06-18,Romania,Pfizer/BioNTech,6905112
2021-06-19,Romania,Pfizer/BioNTech,6925306
2021-06-20,Romania,Pfizer/BioNTech,6941986
2021-06-21,Romania,Pfizer/BioNTech,6958269
2021-06-22,Romania,Pfizer/BioNTech,6974769
2021-06-23,Romania,Pfizer/BioNTech,6992664
2021-06-24,Romania,Pfizer/BioNTech,7010285
2021-06-25,Romania,Pfizer/BioNTech,7028146
2021-06-26,Romania,Pfizer/BioNTech,7046034
2021-06-27,Romania,Pfizer/BioNTech,7063922
2021-06-28,Romania,Pfizer/BioNTech,7077971
2021-06-29,Romania,Pfizer/BioNTech,7092434
2021-06-30,Romania,Pfizer/BioNTech,7106796
2021-07-01,Romania,Pfizer/BioNTech,7119663
2021-07-02,Romania,Pfizer/BioNTech,7133153
2021-07-03,Romania,Pfizer/BioNTech,7146643
2021-07-04,Romania,Pfizer/BioNTech,7155558
2021-07-05,Romania,Pfizer/BioNTech,7166541
2021-07-06,Romania,Pfizer/BioNTech,7177103
2021-07-07,Romania,Pfizer/BioNTech,7187631
2021-07-08,Romania,Pfizer/BioNTech,7197549
2021-07-10,Romania,Pfizer/BioNTech,7214757
2021-07-11,Romania,Pfizer/BioNTech,7227836
2021-07-12,Romania,Pfizer/BioNTech,7235663
2021-07-13,Romania,Pfizer/BioNTech,7244682
2021-07-14,Romania,Pfizer/BioNTech,7253506
2021-07-15,Romania,Pfizer/BioNTech,7262269
2021-07-16,Romania,Pfizer/BioNTech,7270927
2021-07-17,Romania,Pfizer/BioNTech,7278880
2021-07-18,Romania,Pfizer/BioNTech,7284649
2021-07-19,Romania,Pfizer/BioNTech,7292637
2021-07-20,Romania,Pfizer/BioNTech,7302143
2021-07-21,Romania,Pfizer/BioNTech,7311018
2021-07-22,Romania,Pfizer/BioNTech,7319847
2021-07-23,Romania,Pfizer/BioNTech,7329045
2021-07-24,Romania,Pfizer/BioNTech,7337142
2021-07-25,Romania,Pfizer/BioNTech,7342701
2021-07-26,Romania,Pfizer/BioNTech,7351353
2021-07-27,Romania,Pfizer/BioNTech,7360269
2021-07-28,Romania,Pfizer/BioNTech,7368862
2021-07-29,Romania,Pfizer/BioNTech,7377080
2021-07-30,Romania,Pfizer/BioNTech,7385223
2021-07-31,Romania,Pfizer/BioNTech,7392258
2021-08-01,Romania,Pfizer/BioNTech,7397019
2021-08-02,Romania,Pfizer/BioNTech,7404056
2021-08-03,Romania,Pfizer/BioNTech,7412103
2021-08-04,Romania,Pfizer/BioNTech,7420098
2021-08-05,Romania,Pfizer/BioNTech,7427670
2021-08-06,Romania,Pfizer/BioNTech,7435221
2021-08-07,Romania,Pfizer/BioNTech,7441548
2021-08-08,Romania,Pfizer/BioNTech,7445922
2021-08-09,Romania,Pfizer/BioNTech,7450296
2021-08-10,Romania,Pfizer/BioNTech,7457738
2021-08-11,Romania,Pfizer/BioNTech,7465149
2021-08-12,Romania,Pfizer/BioNTech,7472230
2021-08-13,Romania,Pfizer/BioNTech,7479107
2021-08-14,Romania,Pfizer/BioNTech,7484693
2021-08-15,Romania,Pfizer/BioNTech,7488012
2021-08-16,Romania,Pfizer/BioNTech,7494142
2021-08-17,Romania,Pfizer/BioNTech,7500848
2021-08-18,Romania,Pfizer/BioNTech,7507401
2021-08-19,Romania,Pfizer/BioNTech,7513413
2021-08-20,Romania,Pfizer/BioNTech,7519622
2021-08-21,Romania,Pfizer/BioNTech,7524882
2021-08-22,Romania,Pfizer/BioNTech,7528368
2021-08-23,Romania,Pfizer/BioNTech,7534377
2021-08-24,Romania,Pfizer/BioNTech,7541021
2021-08-25,Romania,Pfizer/BioNTech,7547658
2021-08-26,Romania,Pfizer/BioNTech,7554012
2021-08-27,Romania,Pfizer/BioNTech,7560564
2021-08-28,Romania,Pfizer/BioNTech,7565791
2021-08-29,Romania,Pfizer/BioNTech,7569157
2021-08-30,Romania,Pfizer/BioNTech,7574972
2021-08-31,Romania,Pfizer/BioNTech,7581089
2021-09-01,Romania,Pfizer/BioNTech,7586831
2021-09-02,Romania,Pfizer/BioNTech,7592323
2021-09-03,Romania,Pfizer/BioNTech,7597738
2021-09-04,Romania,Pfizer/BioNTech,7601830
2021-09-05,Romania,Pfizer/BioNTech,7604327
2021-09-06,Romania,Pfizer/BioNTech,7608827
2021-09-07,Romania,Pfizer/BioNTech,7613579
2021-09-08,Romania,Pfizer/BioNTech,7618487
2021-09-09,Romania,Pfizer/BioNTech,7623198
2021-09-10,Romania,Pfizer/BioNTech,7628412
2021-09-11,Romania,Pfizer/BioNTech,7632962
2021-09-12,Romania,Pfizer/BioNTech,7635765
2021-09-13,Romania,Pfizer/BioNTech,7640202
2021-09-14,Romania,Pfizer/BioNTech,7645598
2021-09-15,Romania,Pfizer/BioNTech,7651155
2021-09-16,Romania,Pfizer/BioNTech,7656887
2021-09-17,Romania,Pfizer/BioNTech,7663761
2021-09-18,Romania,Pfizer/BioNTech,7670125
2021-09-19,Romania,Pfizer/BioNTech,7674613
2021-09-20,Romania,Pfizer/BioNTech,7681035
2021-09-21,Romania,Pfizer/BioNTech,7689082
2021-09-22,Romania,Pfizer/BioNTech,7697415
2021-09-23,Romania,Pfizer/BioNTech,7706168
2021-09-24,Romania,Pfizer/BioNTech,7715678
2021-09-25,Romania,Pfizer/BioNTech,7725142
2021-09-26,Romania,Pfizer/BioNTech,7731060
2021-09-27,Romania,Pfizer/BioNTech,7739703
2021-09-28,Romania,Pfizer/BioNTech,7770019
2021-09-29,Romania,Pfizer/BioNTech,7816940
2021-09-30,Romania,Pfizer/BioNTech,7863718
2021-10-01,Romania,Pfizer/BioNTech,7909195
2021-10-02,Romania,Pfizer/BioNTech,7943844
2021-10-03,Romania,Pfizer/BioNTech,7966761
2021-10-04,Romania,Pfizer/BioNTech,8007154
2021-10-05,Romania,Pfizer/BioNTech,8051932
2021-10-06,Romania,Pfizer/BioNTech,8093599
2021-10-07,Romania,Pfizer/BioNTech,8140049
2021-10-08,Romania,Pfizer/BioNTech,8188997
2021-10-09,Romania,Pfizer/BioNTech,8229069
2021-10-10,Romania,Pfizer/BioNTech,8255920
2021-10-11,Romania,Pfizer/BioNTech,8295424
2021-10-12,Romania,Pfizer/BioNTech,8338164
2021-10-13,Romania,Pfizer/BioNTech,8381523
2021-10-14,Romania,Pfizer/BioNTech,8430706
2021-10-15,Romania,Pfizer/BioNTech,8482429
2021-10-16,Romania,Pfizer/BioNTech,8526722
2021-10-17,Romania,Pfizer/BioNTech,8557901
2021-10-18,Romania,Pfizer/BioNTech,8603716
2021-10-19,Romania,Pfizer/BioNTech,8653313
2021-10-20,Romania,Pfizer/BioNTech,8711044
2021-10-21,Romania,Pfizer/BioNTech,8779913
2021-10-22,Romania,Pfizer/BioNTech,8864681
2021-10-23,Romania,Pfizer/BioNTech,8949787
2021-10-24,Romania,Pfizer/BioNTech,9020953
2021-10-25,Romania,Pfizer/BioNTech,9101386
2021-10-26,Romania,Pfizer/BioNTech,9192112
2021-10-27,Romania,Pfizer/BioNTech,9281761
2021-10-28,Romania,Pfizer/BioNTech,9356608
2021-10-29,Romania,Pfizer/BioNTech,9428699
2021-10-30,Romania,Pfizer/BioNTech,9488608
2021-10-31,Romania,Pfizer/BioNTech,9533149
2021-11-01,Romania,Pfizer/BioNTech,9586616
2021-11-02,Romania,Pfizer/BioNTech,9638867
2021-11-03,Romania,Pfizer/BioNTech,9695475
2021-11-04,Romania,Pfizer/BioNTech,9754566
2021-11-05,Romania,Pfizer/BioNTech,9819470
2021-11-06,Romania,Pfizer/BioNTech,9875176
2021-11-07,Romania,Pfizer/BioNTech,9920568
2021-11-08,Romania,Pfizer/BioNTech,9974863
2021-11-09,Romania,Pfizer/BioNTech,10026769
2021-11-10,Romania,Pfizer/BioNTech,10082980
2021-11-11,Romania,Pfizer/BioNTech,10150141
2021-11-12,Romania,Pfizer/BioNTech,10231288
2021-11-13,Romania,Pfizer/BioNTech,10312122
2021-11-14,Romania,Pfizer/BioNTech,10383889
2021-11-15,Romania,Pfizer/BioNTech,10462338
2021-11-16,Romania,Pfizer/BioNTech,10547276
2021-11-17,Romania,Pfizer/BioNTech,10618520
2021-11-18,Romania,Pfizer/BioNTech,10693437
2021-11-19,Romania,Pfizer/BioNTech,10768386
2021-11-20,Romania,Pfizer/BioNTech,10836163
2021-11-21,Romania,Pfizer/BioNTech,10885411
2021-11-22,Romania,Pfizer/BioNTech,10939685
2021-11-23,Romania,Pfizer/BioNTech,10994406
2021-11-24,Romania,Pfizer/BioNTech,11049168
2021-11-25,Romania,Pfizer/BioNTech,11102639
2021-11-26,Romania,Pfizer/BioNTech,11160597
2021-11-27,Romania,Pfizer/BioNTech,11213305
2021-11-28,Romania,Pfizer/BioNTech,11253732
2021-11-29,Romania,Pfizer/BioNTech,11300189
2021-11-30,Romania,Pfizer/BioNTech,11335536
2021-12-01,Romania,Pfizer/BioNTech,11357035
2021-12-02,Romania,Pfizer/BioNTech,11394535
2021-12-03,Romania,Pfizer/BioNTech,11439428
2021-12-04,Romania,Pfizer/BioNTech,11476805
2021-12-05,Romania,Pfizer/BioNTech,11505140
2021-12-06,Romania,Pfizer/BioNTech,11542602
2021-12-07,Romania,Pfizer/BioNTech,11575265
2021-12-08,Romania,Pfizer/BioNTech,11601937
2021-12-09,Romania,Pfizer/BioNTech,11633199
2021-12-10,Romania,Pfizer/BioNTech,11671046
2021-12-11,Romania,Pfizer/BioNTech,11704317
2021-12-12,Romania,Pfizer/BioNTech,11727455
2021-12-13,Romania,Pfizer/BioNTech,11754835
2021-12-14,Romania,Pfizer/BioNTech,11783821
2021-12-15,Romania,Pfizer/BioNTech,11812608
2021-12-16,Romania,Pfizer/BioNTech,11839450
2021-12-17,Romania,Pfizer/BioNTech,11869070
2021-12-18,Romania,Pfizer/BioNTech,11893218
2021-12-19,Romania,Pfizer/BioNTech,11911117
2021-12-20,Romania,Pfizer/BioNTech,11935142
2021-12-21,Romania,Pfizer/BioNTech,11956650
2021-12-22,Romania,Pfizer/BioNTech,11975646
2021-12-23,Romania,Pfizer/BioNTech,11992761
2021-12-24,Romania,Pfizer/BioNTech,12001740
2021-12-25,Romania,Pfizer/BioNTech,12002903
2021-12-26,Romania,Pfizer/BioNTech,12005699
2021-12-27,Romania,Pfizer/BioNTech,12022962
2021-12-28,Romania,Pfizer/BioNTech,12042897
2021-12-29,Romania,Pfizer/BioNTech,12062944
2021-12-30,Romania,Pfizer/BioNTech,12077980
2021-12-31,Romania,Pfizer/BioNTech,12084165
2022-01-01,Romania,Pfizer/BioNTech,12084753
2022-01-02,Romania,Pfizer/BioNTech,12089139
2022-01-03,Romania,Pfizer/BioNTech,12108917
2022-01-04,Romania,Pfizer/BioNTech,12132696
2022-01-05,Romania,Pfizer/BioNTech,12158336
2022-01-06,Romania,Pfizer/BioNTech,12181951
2022-01-07,Romania,Pfizer/BioNTech,12208124
2022-01-08,Romania,Pfizer/BioNTech,12241351
2022-01-09,Romania,Pfizer/BioNTech,12254085
2022-01-10,Romania,Pfizer/BioNTech,12274261
2022-01-11,Romania,Pfizer/BioNTech,12294325
2022-01-12,Romania,Pfizer/BioNTech,12313645
2022-01-13,Romania,Pfizer/BioNTech,12329815
2022-01-14,Romania,Pfizer/BioNTech,12349264
2022-01-15,Romania,Pfizer/BioNTech,12363790
2022-01-16,Romania,Pfizer/BioNTech,12371991
2021-02-04,Romania,Moderna,6443
2021-02-05,Romania,Moderna,14944
2021-02-06,Romania,Moderna,23087
2021-02-07,Romania,Moderna,31026
2021-02-08,Romania,Moderna,35454
2021-02-09,Romania,Moderna,40399
2021-02-10,Romania,Moderna,44448
2021-02-11,Romania,Moderna,47769
2021-02-12,Romania,Moderna,51388
2021-02-13,Romania,Moderna,54855
2021-02-14,Romania,Moderna,57881
2021-02-15,Romania,Moderna,60916
2021-02-16,Romania,Moderna,63951
2021-02-17,Romania,Moderna,69323
2021-02-18,Romania,Moderna,71707
2021-02-19,Romania,Moderna,72378
2021-02-20,Romania,Moderna,72676
2021-02-21,Romania,Moderna,72791
2021-02-22,Romania,Moderna,72935
2021-02-23,Romania,Moderna,73010
2021-02-24,Romania,Moderna,73017
2021-02-25,Romania,Moderna,73020
2021-03-04,Romania,Moderna,79862
2021-03-05,Romania,Moderna,88224
2021-03-06,Romania,Moderna,96530
2021-03-07,Romania,Moderna,104227
2021-03-08,Romania,Moderna,108871
2021-03-09,Romania,Moderna,113813
2021-03-10,Romania,Moderna,117819
2021-03-11,Romania,Moderna,121218
2021-03-12,Romania,Moderna,124766
2021-03-13,Romania,Moderna,128144
2021-03-14,Romania,Moderna,131137
2021-03-15,Romania,Moderna,137600
2021-03-16,Romania,Moderna,149732
2021-03-17,Romania,Moderna,158781
2021-03-18,Romania,Moderna,165150
2021-03-19,Romania,Moderna,169966
2021-03-20,Romania,Moderna,174732
2021-03-21,Romania,Moderna,179154
2021-03-22,Romania,Moderna,183177
2021-03-23,Romania,Moderna,187546
2021-03-24,Romania,Moderna,191868
2021-03-25,Romania,Moderna,196122
2021-03-26,Romania,Moderna,200231
2021-03-27,Romania,Moderna,204969
2021-03-28,Romania,Moderna,209212
2021-03-29,Romania,Moderna,213039
2021-03-30,Romania,Moderna,217516
2021-03-31,Romania,Moderna,221682
2021-04-01,Romania,Moderna,226033
2021-04-02,Romania,Moderna,230533
2021-04-03,Romania,Moderna,235329
2021-04-04,Romania,Moderna,239724
2021-04-05,Romania,Moderna,243667
2021-04-06,Romania,Moderna,248385
2021-04-07,Romania,Moderna,253339
2021-04-08,Romania,Moderna,258603
2021-04-09,Romania,Moderna,263626
2021-04-10,Romania,Moderna,271279
2021-04-11,Romania,Moderna,278832
2021-04-12,Romania,Moderna,287423
2021-04-13,Romania,Moderna,296167
2021-04-14,Romania,Moderna,305182
2021-04-15,Romania,Moderna,314259
2021-04-16,Romania,Moderna,323062
2021-04-17,Romania,Moderna,332539
2021-04-18,Romania,Moderna,341162
2021-04-19,Romania,Moderna,349011
2021-04-20,Romania,Moderna,358891
2021-04-21,Romania,Moderna,369970
2021-04-22,Romania,Moderna,380592
2021-04-23,Romania,Moderna,390799
2021-04-24,Romania,Moderna,402275
2021-04-25,Romania,Moderna,411876
2021-04-26,Romania,Moderna,421055
2021-04-27,Romania,Moderna,430671
2021-04-28,Romania,Moderna,439342
2021-04-29,Romania,Moderna,447398
2021-04-30,Romania,Moderna,455671
2021-05-01,Romania,Moderna,461395
2021-05-02,Romania,Moderna,465528
2021-05-03,Romania,Moderna,471274
2021-05-04,Romania,Moderna,478246
2021-05-05,Romania,Moderna,485462
2021-05-06,Romania,Moderna,494009
2021-05-07,Romania,Moderna,502226
2021-05-08,Romania,Moderna,512737
2021-05-09,Romania,Moderna,522443
2021-05-10,Romania,Moderna,530055
2021-05-11,Romania,Moderna,537276
2021-05-12,Romania,Moderna,544683
2021-05-13,Romania,Moderna,551854
2021-05-14,Romania,Moderna,559092
2021-05-15,Romania,Moderna,566632
2021-05-16,Romania,Moderna,572217
2021-05-17,Romania,Moderna,577717
2021-05-18,Romania,Moderna,585040
2021-05-19,Romania,Moderna,592929
2021-05-20,Romania,Moderna,600583
2021-05-21,Romania,Moderna,607662
2021-05-22,Romania,Moderna,615611
2021-05-23,Romania,Moderna,621592
2021-05-24,Romania,Moderna,627741
2021-05-25,Romania,Moderna,633965
2021-05-26,Romania,Moderna,639199
2021-05-27,Romania,Moderna,643967
2021-05-28,Romania,Moderna,648279
2021-05-29,Romania,Moderna,651064
2021-05-30,Romania,Moderna,652398
2021-05-31,Romania,Moderna,654399
2021-06-01,Romania,Moderna,656926
2021-06-02,Romania,Moderna,660017
2021-06-03,Romania,Moderna,663386
2021-06-04,Romania,Moderna,667729
2021-06-05,Romania,Moderna,671060
2021-06-06,Romania,Moderna,673620
2021-06-07,Romania,Moderna,676640
2021-06-08,Romania,Moderna,679531
2021-06-09,Romania,Moderna,682102
2021-06-10,Romania,Moderna,684750
2021-06-11,Romania,Moderna,687376
2021-06-12,Romania,Moderna,690146
2021-06-13,Romania,Moderna,691646
2021-06-14,Romania,Moderna,693282
2021-06-15,Romania,Moderna,695110
2021-06-16,Romania,Moderna,696764
2021-06-17,Romania,Moderna,698174
2021-06-18,Romania,Moderna,699624
2021-06-19,Romania,Moderna,700813
2021-06-20,Romania,Moderna,701579
2021-06-21,Romania,Moderna,702241
2021-06-22,Romania,Moderna,703401
2021-06-23,Romania,Moderna,704552
2021-06-24,Romania,Moderna,705710
2021-06-25,Romania,Moderna,706820
2021-06-26,Romania,Moderna,707842
2021-06-27,Romania,Moderna,708864
2021-06-28,Romania,Moderna,709421
2021-06-29,Romania,Moderna,710016
2021-06-30,Romania,Moderna,710760
2021-07-01,Romania,Moderna,711343
2021-07-02,Romania,Moderna,711999
2021-07-03,Romania,Moderna,712655
2021-07-04,Romania,Moderna,713182
2021-07-05,Romania,Moderna,713794
2021-07-06,Romania,Moderna,714281
2021-07-07,Romania,Moderna,714783
2021-07-08,Romania,Moderna,715335
2021-07-10,Romania,Moderna,716250
2021-07-11,Romania,Moderna,717132
2021-07-12,Romania,Moderna,717443
2021-07-13,Romania,Moderna,717844
2021-07-14,Romania,Moderna,718221
2021-07-15,Romania,Moderna,718657
2021-07-16,Romania,Moderna,719050
2021-07-17,Romania,Moderna,719392
2021-07-18,Romania,Moderna,719626
2021-07-19,Romania,Moderna,719883
2021-07-20,Romania,Moderna,720139
2021-07-21,Romania,Moderna,720465
2021-07-22,Romania,Moderna,720805
2021-07-23,Romania,Moderna,721192
2021-07-24,Romania,Moderna,721519
2021-07-25,Romania,Moderna,721691
2021-07-26,Romania,Moderna,721954
2021-07-27,Romania,Moderna,722220
2021-07-28,Romania,Moderna,722429
2021-07-29,Romania,Moderna,722648
2021-07-30,Romania,Moderna,722971
2021-07-31,Romania,Moderna,723245
2021-08-01,Romania,Moderna,723495
2021-08-02,Romania,Moderna,723744
2021-08-03,Romania,Moderna,724008
2021-08-04,Romania,Moderna,724313
2021-08-05,Romania,Moderna,724553
2021-08-06,Romania,Moderna,724804
2021-08-07,Romania,Moderna,725050
2021-08-08,Romania,Moderna,725231
2021-08-09,Romania,Moderna,725412
2021-08-10,Romania,Moderna,725605
2021-08-11,Romania,Moderna,725895
2021-08-12,Romania,Moderna,726076
2021-08-13,Romania,Moderna,726297
2021-08-14,Romania,Moderna,726516
2021-08-15,Romania,Moderna,726634
2021-08-16,Romania,Moderna,726736
2021-08-17,Romania,Moderna,726896
2021-08-18,Romania,Moderna,727067
2021-08-19,Romania,Moderna,727186
2021-08-20,Romania,Moderna,727449
