date,people_vaccinated,people_fully_vaccinated,total_boosters,vaccine,total_vaccinations,location,source_url
2021-02-24,283485.0,40.0,1.0,Sinopharm/Beijing,283526.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-02-25,299361.0,41.0,1.0,Sinopharm/Beijing,299403.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-02-26,315288.0,45.0,1.0,Sinopharm/Beijing,315334.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-02-27,322093.0,45.0,1.0,Sinopharm/Beijing,322139.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-02-28,323090.0,45.0,1.0,Sinopharm/Beijing,323136.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-01,332383.0,50.0,1.0,Sinopharm/Beijing,332434.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-02,339492.0,2193.0,1.0,Sinopharm/Beijing,341686.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-03,345885.0,14250.0,1.0,Sinopharm/Beijing,360136.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-04,349659.0,43611.0,1.0,"Pfizer/BioNTech, Sinopharm/Beijing",393271.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-05,354319.0,76051.0,1.0,"Pfizer/BioNTech, Sinopharm/Beijing",430371.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-06,357350.0,93202.0,1.0,"Pfizer/BioNTech, Sinopharm/Beijing",450553.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-07,357490.0,95673.0,1.0,"Pfizer/BioNTech, Sinopharm/Beijing",453164.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-08,375813.0,108480.0,1.0,"Pfizer/BioNTech, Sinopharm/Beijing",484294.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-09,395436.0,116122.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",511560.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-10,408382.0,121215.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",529599.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-11,416942.0,127135.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",544079.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-12,425730.0,145051.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",570783.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-13,431915.0,174624.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",606541.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-14,432627.0,177344.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",609973.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-15,450760.0,207306.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",658068.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-16,473423.0,232301.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",705726.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-17,495832.0,256777.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",752611.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-18,522043.0,273479.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",795524.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-19,547724.0,289590.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",837316.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-20,565887.0,296042.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",861931.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-21,566572.0,297084.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",863658.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-22,575265.0,305830.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",881097.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-23,590897.0,315133.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",906032.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-24,605577.0,322518.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",928097.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-25,618533.0,327380.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",945915.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-26,635159.0,332136.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",967297.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-27,646457.0,335235.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",981694.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-28,648549.0,335436.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",983987.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-29,653456.0,348444.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1001902.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-30,658104.0,370396.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1028502.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-03-31,665731.0,387964.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1053697.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-01,668160.0,392264.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1060426.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-02,669300.0,395066.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1064368.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-03,672006.0,401261.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1073269.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-04,672283.0,402579.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1074864.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-05,678476.0,412927.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1091405.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-06,690245.0,431583.0,2.0,"Pfizer/BioNTech, Sinopharm/Beijing",1121830.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-07,704108.0,448590.0,3.0,"Pfizer/BioNTech, Sinopharm/Beijing",1152701.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-08,721107.0,477390.0,3.0,"Pfizer/BioNTech, Sinopharm/Beijing",1198500.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-09,737750.0,495881.0,3.0,"Pfizer/BioNTech, Sinopharm/Beijing",1233634.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-10,741935.0,504656.0,3.0,"Pfizer/BioNTech, Sinopharm/Beijing",1246594.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-11,741958.0,504733.0,3.0,"Pfizer/BioNTech, Sinopharm/Beijing",1246694.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-12,742862.0,517966.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1260833.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-13,744745.0,538083.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1282833.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-14,747471.0,558771.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1306247.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-15,749308.0,580303.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1329616.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-16,769007.0,602175.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1371187.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-17,798639.0,616772.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1415416.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-18,826563.0,619940.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1446508.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-19,833521.0,623957.0,5.0,"Pfizer/BioNTech, Sinopharm/Beijing",1457483.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-20,844783.0,629099.0,5.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1473887.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-21,854598.0,639335.0,5.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1493938.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-22,862814.0,641854.0,5.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1504673.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-23,889219.0,644442.0,5.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1533666.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-24,916899.0,646906.0,5.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1563810.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-25,932456.0,647029.0,5.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1579490.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-26,947822.0,651535.0,5.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1599362.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-27,967529.0,662359.0,6.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1629894.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-28,1007058.0,674177.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1681242.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-29,1051788.0,687055.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1738850.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-04-30,1133029.0,705310.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1838346.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-01,1196096.0,708304.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1904407.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-02,1244015.0,709383.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1953405.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-03,1303257.0,714420.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2017684.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-04,1326129.0,715936.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2042072.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-05,1346592.0,720491.0,7.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2067090.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-06,1385826.0,722552.0,8.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2108386.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-07,1419332.0,737368.0,9.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2156709.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-08,1480436.0,760104.0,9.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2240549.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-09,1513678.0,785543.0,9.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2299230.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-10,1561162.0,794564.0,9.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2355735.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-11,1603950.0,807120.0,9.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2411079.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-12,1661600.0,818495.0,9.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2480104.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-13,1735020.0,826924.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2561954.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-14,1822998.0,847859.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2670867.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-15,1875977.0,869861.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2745848.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-16,1899606.0,884386.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2784002.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-17,1950738.0,892702.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2843450.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-18,2010285.0,902594.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2912889.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-19,2070637.0,922954.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2993601.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-20,2140962.0,939378.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3080350.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-21,2250053.0,992986.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3243049.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-22,2329514.0,1045267.0,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3374791.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-23,2374581.0,1087599.0,11.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3462191.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-24,2444205.0,1139908.0,11.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3584124.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-25,2521977.0,1163532.0,11.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3685520.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-26,2605161.0,1176294.0,12.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3781467.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-27,2695528.0,1203354.0,12.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",3898894.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-28,2820212.0,1231178.0,13.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4051403.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-29,2895454.0,1287286.0,13.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4182753.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-30,2929339.0,1318793.0,13.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4248145.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-05-31,2998304.0,1362148.0,13.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4360465.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-01,3073982.0,1400159.0,14.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4474155.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-02,3152321.0,1436545.0,15.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4588881.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-03,3191051.0,1463409.0,15.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4654475.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-04,3207198.0,1484959.0,15.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4692172.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-05,3214741.0,1498646.0,15.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4713402.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-06,3216589.0,1498942.0,15.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4715546.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-07,3224551.0,1522341.0,15.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4746907.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-08,3326028.0,1639044.0,16.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4965088.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-09,3441126.0,1731313.0,18.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5172457.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-10,3565672.0,1837922.0,18.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5403612.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-11,3656485.0,1973105.0,19.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5629609.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-12,3732009.0,2062185.0,20.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5794214.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-13,3769438.0,2109060.0,21.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5878519.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-14,3805876.0,2187643.0,21.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5993540.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-15,3848045.0,2276937.0,23.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6125005.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-16,3886258.0,2353939.0,23.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6240220.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-17,3926908.0,2454558.0,23.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6381489.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-18,3962657.0,2593805.0,26.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6556488.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-19,3985357.0,2685775.0,28.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6671160.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-20,3991613.0,2712926.0,30.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6704569.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-21,4035957.0,2781672.0,31.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6817660.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-22,4083010.0,2876586.0,31.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6959627.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-23,4124239.0,2964203.0,32.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7088474.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-24,4168517.0,3006264.0,32.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7174813.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-25,4261220.0,3041154.0,32.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7302406.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-26,4330767.0,3054050.0,32.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7384849.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-27,4378148.0,3058018.0,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7436200.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-28,4420680.0,3072005.0,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7492719.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-29,4451940.0,3141751.0,36.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7593727.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-06-30,4535961.0,3240368.0,39.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7776368.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-01,4636107.0,3341989.0,41.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7978137.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-02,4752698.0,3433306.0,43.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8186047.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-03,4877290.0,3506433.0,44.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8383767.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-04,4977449.0,3541780.0,44.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8519273.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-05,5128699.0,3578772.0,44.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8707515.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-06,5300858.0,3620614.0,45.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8921517.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-07,5438522.0,3655191.0,46.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",9093759.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-08,5554228.0,3698862.0,48.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",9253138.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-09,5677331.0,3740106.0,48.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",9417485.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-10,5918901.0,3767188.0,51.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",9686140.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-11,6088807.0,3778151.0,53.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",9867011.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-12,6173642.0,3800990.0,53.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",9974685.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-13,6260467.0,3826549.0,54.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",10087070.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-14,6380061.0,3856712.0,54.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",10236827.0,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
