location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated,total_boosters
Iceland,2021-03-23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",54868,https://www.covid.is/tolulegar-upplysingar-boluefni,37962,16906,
Iceland,2021-03-24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",58029,https://www.covid.is/tolulegar-upplysingar-boluefni,38142,19887,
Iceland,2021-03-25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",59903,https://www.covid.is/tolulegar-upplysingar-boluefni,39578,20325,
Iceland,2021-03-26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",60366,https://www.covid.is/tolulegar-upplysingar-boluefni,39633,20733,
Iceland,2021-03-29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66156,https://www.covid.is/tolulegar-upplysingar-boluefni,45422,20734,
Iceland,2021-03-31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72987,https://www.covid.is/tolulegar-upplysingar-boluefni,49289,23698,
Iceland,2021-04-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",74603,https://www.covid.is/tolulegar-upplysingar-boluefni,50259,24344,
Iceland,2021-04-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",79726,https://www.covid.is/tolulegar-upplysingar-boluefni,52634,27092,
Iceland,2021-04-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",86368,https://www.covid.is/tolulegar-upplysingar-boluefni,58567,27801,
Iceland,2021-04-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",89190,https://www.covid.is/tolulegar-upplysingar-boluefni,61134,28056,
Iceland,2021-04-14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95439,https://www.covid.is/tolulegar-upplysingar-boluefni,67158,28281,
Iceland,2021-04-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",98672,https://www.covid.is/tolulegar-upplysingar-boluefni,70058,28614,
Iceland,2021-04-19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",100168,https://www.covid.is/tolulegar-upplysingar-boluefni,70482,29686,
Iceland,2021-04-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113330,https://www.covid.is/tolulegar-upplysingar-boluefni,80721,32609,
Iceland,2021-04-28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121530,https://www.covid.is/tolulegar-upplysingar-boluefni,87038,34492,
Iceland,2021-04-29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",133064,https://www.covid.is/tolulegar-upplysingar-boluefni,98008,35432,
Iceland,2021-04-30,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",145261,https://www.covid.is/tolulegar-upplysingar-boluefni,109409,36228,
Iceland,2021-05-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",146111,https://www.covid.is/tolulegar-upplysingar-boluefni,110199,36376,
Iceland,2021-05-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",157230,https://www.covid.is/tolulegar-upplysingar-boluefni,115447,42301,
Iceland,2021-05-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",167168,https://www.covid.is/tolulegar-upplysingar-boluefni,124014,50192,
Iceland,2021-05-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",184304,https://www.covid.is/tolulegar-upplysingar-boluefni,138577,53658,
Iceland,2021-05-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",188146,https://www.covid.is/tolulegar-upplysingar-boluefni,140805,55780,
Iceland,2021-05-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",198421,https://www.covid.is/tolulegar-upplysingar-boluefni,144775,62276,
Iceland,2021-05-14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",203735,https://www.covid.is/tolulegar-upplysingar-boluefni,147592,65011,
Iceland,2021-05-18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",211619,https://www.covid.is/tolulegar-upplysingar-boluefni,152584,67905,
Iceland,2021-05-19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",220021,https://www.covid.is/tolulegar-upplysingar-boluefni,156058,73205,
Iceland,2021-05-20,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",225051,https://www.covid.is/tolulegar-upplysingar-boluefni,159327,76259,
Iceland,2021-05-21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",231109,https://www.covid.is/tolulegar-upplysingar-boluefni,163815,80464,
Iceland,2021-05-25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",231640,https://www.covid.is/tolulegar-upplysingar-boluefni,164273,80611,
Iceland,2021-05-27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",243924,https://www.covid.is/tolulegar-upplysingar-boluefni,169570,87815,
Iceland,2021-05-28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",249800,https://www.covid.is/tolulegar-upplysingar-boluefni,171376,91893,
Iceland,2021-06-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",258829,https://www.covid.is/tolulegar-upplysingar-boluefni,177511,94950,
Iceland,2021-06-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",269324,https://www.covid.is/tolulegar-upplysingar-boluefni,184619,98882,
Iceland,2021-06-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",273455,https://www.covid.is/tolulegar-upplysingar-boluefni,187606,101082,
Iceland,2021-06-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",274144,https://www.covid.is/tolulegar-upplysingar-boluefni,188208,101713,
Iceland,2021-06-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",287635,https://www.covid.is/tolulegar-upplysingar-boluefni,198155,105590,
Iceland,2021-06-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",317082,https://www.covid.is/tolulegar-upplysingar-boluefni,214971,128645,
Iceland,2021-06-15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",326982,https://www.covid.is/tolulegar-upplysingar-boluefni,224191,138517,
Iceland,2021-06-16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",340348,https://www.covid.is/tolulegar-upplysingar-boluefni,231520,145088,
Iceland,2021-06-17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",355178,https://www.covid.is/tolulegar-upplysingar-boluefni,238814,153725,
Iceland,2021-06-22,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",356839,https://www.covid.is/tolulegar-upplysingar-boluefni,240273,155323,
Iceland,2021-06-23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",368066,https://www.covid.is/tolulegar-upplysingar-boluefni,250484,166490,
Iceland,2021-06-24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",383582,https://www.covid.is/tolulegar-upplysingar-boluefni,258120,174732,
Iceland,2021-06-25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",386715,https://www.covid.is/tolulegar-upplysingar-boluefni,258852,177540,
Iceland,2021-06-29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",390877,https://www.covid.is/tolulegar-upplysingar-boluefni,258983,181635,
Iceland,2021-06-30,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",401582,https://www.covid.is/tolulegar-upplysingar-boluefni,259385,192194,
Iceland,2021-07-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",422848,https://www.covid.is/tolulegar-upplysingar-boluefni,259885,213186,
Iceland,2021-07-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",435373,https://www.covid.is/tolulegar-upplysingar-boluefni,262051,223719,
Iceland,2021-07-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",444090,https://www.covid.is/tolulegar-upplysingar-boluefni,262490,232162,
Iceland,2021-07-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",451056,https://www.covid.is/tolulegar-upplysingar-boluefni,264783,238843,
Iceland,2021-07-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",451936,https://www.covid.is/tolulegar-upplysingar-boluefni,264849,239686,
Iceland,2021-07-14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",460812,https://www.covid.is/tolulegar-upplysingar-boluefni,266949,246678,
Iceland,2021-07-15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",466434,https://www.covid.is/tolulegar-upplysingar-boluefni,267154,252152,
Iceland,2021-07-23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",468416,https://www.covid.is/tolulegar-upplysingar-boluefni,267830,253666,
Iceland,2021-07-30,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",470374,https://www.covid.is/tolulegar-upplysingar-boluefni,269095,254443,
Iceland,2021-08-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",472176,https://www.covid.is/tolulegar-upplysingar-boluefni,270701,254691,
Iceland,2021-08-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",477205,https://www.covid.is/tolulegar-upplysingar-boluefni,275173,255322,
Iceland,2021-08-25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",522977,https://www.covid.is/tolulegar-upplysingar-boluefni,277766,262924,35954
Iceland,2021-08-26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",525123,https://www.covid.is/tolulegar-upplysingar-boluefni,278928,263354,36724
Iceland,2021-08-27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",526545,https://www.covid.is/tolulegar-upplysingar-boluefni,279121,263531,37779
Iceland,2021-08-31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",527448,https://www.covid.is/tolulegar-upplysingar-boluefni,279365,263695,38439
Iceland,2021-09-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",527908,https://www.covid.is/tolulegar-upplysingar-boluefni,279509,263778,38684
Iceland,2021-09-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",528743,https://www.covid.is/tolulegar-upplysingar-boluefni,279665,264204,38962
Iceland,2021-09-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",530087,https://www.covid.is/tolulegar-upplysingar-boluefni,279947,264427,39800
Iceland,2021-09-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",530746,https://www.covid.is/tolulegar-upplysingar-boluefni,280122,264629,40112
Iceland,2021-09-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",533024,https://www.covid.is/tolulegar-upplysingar-boluefni,280311,265096,41755
Iceland,2021-09-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",535408,https://www.covid.is/tolulegar-upplysingar-boluefni,280486,266050,43036
Iceland,2021-09-14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",539198,https://www.covid.is/tolulegar-upplysingar-boluefni,280707,269286,43381
Iceland,2021-09-15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",542815,https://www.covid.is/tolulegar-upplysingar-boluefni,280889,272185,43625
Iceland,2021-09-16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",545863,https://www.covid.is/tolulegar-upplysingar-boluefni,281029,273612,45421
Iceland,2021-09-17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",547788,https://www.covid.is/tolulegar-upplysingar-boluefni,281141,274175,46674
Iceland,2021-09-21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",548904,https://www.covid.is/tolulegar-upplysingar-boluefni,281267,274497,47367
Iceland,2021-09-23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",551110,https://www.covid.is/tolulegar-upplysingar-boluefni,281440,275493,48414
Iceland,2021-09-30,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",554603,https://www.covid.is/tolulegar-upplysingar-boluefni,281734,276522,50626
Iceland,2021-10-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",558483,https://www.covid.is/tolulegar-upplysingar-boluefni,282036,277210,53570
Iceland,2021-10-14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",562426,https://www.covid.is/tolulegar-upplysingar-boluefni,282338,277837,56637
Iceland,2021-10-21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",567789,https://www.covid.is/tolulegar-upplysingar-boluefni,282644,278276,61321
Iceland,2021-10-28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",570788,https://www.covid.is/tolulegar-upplysingar-boluefni,282927,278667,63685
Iceland,2021-11-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",574658,https://www.covid.is/tolulegar-upplysingar-boluefni,283301,279044,66842
Iceland,2021-11-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",581809,https://www.covid.is/tolulegar-upplysingar-boluefni,283668,279541,72976
Iceland,2021-11-16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",589756,https://www.covid.is/tolulegar-upplysingar-boluefni,284147,279780,80470
Iceland,2021-11-18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",608236,https://www.covid.is/tolulegar-upplysingar-boluefni,284528,280052,98921
Iceland,2021-11-23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",621821,https://www.covid.is/tolulegar-upplysingar-boluefni,284996,280441,111402
Iceland,2021-11-25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",637380,https://www.covid.is/tolulegar-upplysingar-boluefni,285289,280766,126480
Iceland,2021-11-30,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",648600,https://www.covid.is/tolulegar-upplysingar-boluefni,285721,281192,136991
Iceland,2021-12-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",665013,https://www.covid.is/tolulegar-upplysingar-boluefni,285726,281402,153073
Iceland,2021-12-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",673617,https://www.covid.is/tolulegar-upplysingar-boluefni,286323,281841,160994
Iceland,2021-12-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",689243,https://www.covid.is/tolulegar-upplysingar-boluefni,286650,282199,176055
Iceland,2021-12-14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",699204,https://www.covid.is/tolulegar-upplysingar-boluefni,287025,282724,185239
Iceland,2021-12-16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",704015,https://www.covid.is/tolulegar-upplysingar-boluefni,287229,282962,189655
Iceland,2021-12-21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",710165,https://www.covid.is/tolulegar-upplysingar-boluefni,287560,283344,195162
