location,date,total_vaccinations,vaccine,source_url,people_vaccinated,people_fully_vaccinated,total_boosters
Guatemala,2021-03-22,72405,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,72405,0,
Guatemala,2021-03-23,78350,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,78350,0,
Guatemala,2021-03-24,83076,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,83076,0,
Guatemala,2021-03-25,88694,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,88694,0,
Guatemala,2021-03-26,91918,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,91918,0,
Guatemala,2021-03-27,93601,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,93231,370,
Guatemala,2021-03-28,94272,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,93902,370,
Guatemala,2021-03-29,98920,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,98402,518,
Guatemala,2021-03-30,104919,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,103959,960,
Guatemala,2021-03-31,108165,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,106973,1192,
Guatemala,2021-04-01,110438,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,109246,1192,
Guatemala,2021-04-02,112751,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,111559,1192,
Guatemala,2021-04-03,114511,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,113319,1192,
Guatemala,2021-04-04,116221,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,115029,1192,
Guatemala,2021-04-05,119558,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,118325,1233,
Guatemala,2021-04-06,123473,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,121848,1625,
Guatemala,2021-04-07,127945,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,126320,1625,
Guatemala,2021-04-08,132611,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,130985,1626,
Guatemala,2021-04-09,137716,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,136077,1639,
Guatemala,2021-04-10,139010,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,137371,1639,
Guatemala,2021-04-11,139490,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,137851,1639,
Guatemala,2021-04-12,143488,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,141766,1722,
Guatemala,2021-04-13,147614,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,145795,1819,
Guatemala,2021-04-14,150898,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,149078,1820,
Guatemala,2021-04-15,154556,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,152733,1823,
Guatemala,2021-04-16,157745,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,155919,1826,
Guatemala,2021-04-17,157799,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,155973,1826,
Guatemala,2021-04-18,157800,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,155974,1826,
Guatemala,2021-04-19,158918,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,157092,1826,
Guatemala,2021-04-20,160370,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,158543,1827,
Guatemala,2021-04-21,162110,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,160282,1828,
Guatemala,2021-04-22,163438,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,161608,1830,
Guatemala,2021-04-23,165271,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,163431,1840,
Guatemala,2021-04-26,166209,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,164368,1841,
Guatemala,2021-04-27,167447,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,165549,1898,
Guatemala,2021-04-28,168367,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,166469,1898,
Guatemala,2021-04-29,170109,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,168211,1898,
Guatemala,2021-04-30,170833,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,168935,1898,
Guatemala,2021-05-01,171267,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,169369,1898,
Guatemala,2021-05-02,171695,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,169797,1898,
Guatemala,2021-05-03,172490,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,170591,1899,
Guatemala,2021-05-04,176102,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,174152,1950,
Guatemala,2021-05-05,182332,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,180072,2260,
Guatemala,2021-05-06,191128,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,188671,2457,
Guatemala,2021-05-07,204328,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,201836,2492,
Guatemala,2021-05-08,206951,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,204459,2492,
Guatemala,2021-05-10,217348,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,214830,2518,
Guatemala,2021-05-11,232949,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,230431,2518,
Guatemala,2021-05-12,245772,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,243251,2521,
Guatemala,2021-05-13,259768,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,257247,2521,
Guatemala,2021-05-14,274434,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,271912,2522,
Guatemala,2021-05-15,276843,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,274321,2522,
Guatemala,2021-05-16,279902,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,277380,2522,
Guatemala,2021-05-17,293643,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,291108,2535,
Guatemala,2021-05-18,308299,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,305764,2535,
Guatemala,2021-05-19,323720,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,321185,2535,
Guatemala,2021-05-20,337356,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,334821,2535,
Guatemala,2021-05-21,350418,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,347883,2535,
Guatemala,2021-05-22,352111,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,349576,2535,
Guatemala,2021-05-23,352941,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,350406,2535,
Guatemala,2021-05-24,363400,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,360865,2535,
Guatemala,2021-05-25,409532,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,374708,34824,
Guatemala,2021-05-26,429959,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,385620,44339,
Guatemala,2021-05-27,452100,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,397545,54555,
Guatemala,2021-05-28,478753,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,414035,64718,
Guatemala,2021-05-29,485004,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,418060,66944,
Guatemala,2021-05-30,488129,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,419903,68226,
Guatemala,2021-05-31,514240,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,436067,78173,
Guatemala,2021-06-01,540944,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,452036,88908,
Guatemala,2021-06-02,561976,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,464587,97389,
Guatemala,2021-06-03,580186,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,476769,103417,
Guatemala,2021-06-04,594780,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,485681,109099,
Guatemala,2021-06-05,595590,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,486162,109428,
Guatemala,2021-06-06,596858,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,486822,110036,
Guatemala,2021-06-07,607689,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,492410,115279,
Guatemala,2021-06-08,620011,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,499403,120608,
Guatemala,2021-06-09,632992,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,507540,125452,
Guatemala,2021-06-10,647339,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,517630,129709,
Guatemala,2021-06-11,661648,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,528318,133330,
Guatemala,2021-06-12,664722,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,531121,133601,
Guatemala,2021-06-13,667044,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,533175,133869,
Guatemala,2021-06-14,683752,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,547657,136095,
Guatemala,2021-06-15,712099,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,573680,138419,
Guatemala,2021-06-16,745323,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,604173,141150,
Guatemala,2021-06-17,775390,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,631298,144092,
Guatemala,2021-06-18,805585,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,658434,147151,
Guatemala,2021-06-19,808754,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,661474,147280,
Guatemala,2021-06-20,813278,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,665871,147407,
Guatemala,2021-06-21,836639,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,686920,149719,
Guatemala,2021-06-22,859739,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,707948,151791,
Guatemala,2021-06-23,880570,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,727397,153173,
Guatemala,2021-06-24,900370,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,745182,155188,
Guatemala,2021-06-25,918047,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,760474,157573,
Guatemala,2021-06-26,920215,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,762497,157718,
Guatemala,2021-06-27,922560,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,764745,157815,
Guatemala,2021-06-28,925387,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,767392,157995,
Guatemala,2021-06-29,938005,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,778519,159486,
Guatemala,2021-06-30,948878,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,788440,160438,
Guatemala,2021-07-01,957886,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,796497,161389,
Guatemala,2021-07-03,968734,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,805372,163362,
Guatemala,2021-07-04,970183,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,806729,163454,
Guatemala,2021-07-05,980255,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,813743,166512,
Guatemala,2021-07-06,992483,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,822074,170409,
Guatemala,2021-07-07,1002959,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,827180,175779,
Guatemala,2021-07-08,1014644,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,833152,181492,
Guatemala,2021-07-09,1028399,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,840367,188032,
Guatemala,2021-07-11,1034310,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,844228,190082,
Guatemala,2021-07-12,1051395,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,852968,198427,
Guatemala,2021-07-13,1092916,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,878966,213950,
Guatemala,2021-07-14,1146477,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,917645,228832,
Guatemala,2021-07-15,1202164,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,960345,241819,
Guatemala,2021-07-16,1259164,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1004437,254727,
Guatemala,2021-07-17,1274825,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1017540,257285,
Guatemala,2021-07-18,1288797,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1030094,258703,
Guatemala,2021-07-20,1396843,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1118717,278126,
Guatemala,2021-07-21,1462767,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1176331,286436,
Guatemala,2021-07-22,1531709,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1238799,292910,
Guatemala,2021-07-23,1664494,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1363387,301107,
Guatemala,2021-07-24,1700692,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1398128,302564,
Guatemala,2021-07-25,1726905,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1423602,303303,
Guatemala,2021-07-26,1798598,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1489259,309339,
Guatemala,2021-07-27,1877250,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1561791,315459,
Guatemala,2021-07-28,1950167,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1628458,321709,
Guatemala,2021-07-29,2028885,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1701925,326960,
Guatemala,2021-07-30,2108172,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1774324,333848,
Guatemala,2021-07-31,2160074,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1824440,335634,
Guatemala,2021-08-01,2208301,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1870179,338122,
Guatemala,2021-08-02,2285975,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,1939952,346023,
Guatemala,2021-08-03,2376520,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2025946,350574,
Guatemala,2021-08-04,2475160,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2119064,356096,
Guatemala,2021-08-05,2557374,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2195910,361464,
Guatemala,2021-08-06,2631804,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2261229,370575,
Guatemala,2021-08-07,2673011,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2299761,373250,
Guatemala,2021-08-08,2698865,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2323055,375810,
Guatemala,2021-08-09,2777441,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2389325,388116,
Guatemala,2021-08-10,2867290,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2462592,404698,
Guatemala,2021-08-12,3066401,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2597559,468842,
Guatemala,2021-08-13,3177622,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2663369,514253,
Guatemala,2021-08-14,3222455,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2694803,527652,
Guatemala,2021-08-15,3249244,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2713722,535522,
Guatemala,2021-08-16,3315819,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2748064,567755,
Guatemala,2021-08-17,3423977,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2809079,614898,
Guatemala,2021-08-18,3528413,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2859182,669231,
Guatemala,2021-08-19,3635762,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2906652,729110,
