location,date,variant,num_sequences,perc_sequences,num_sequences_total
Czechia,2020-10-26,Gamma,0,0.0,60
Czechia,2020-10-26,Delta,0,0.0,60
Czechia,2020-10-26,Kappa,0,0.0,60
Czechia,2020-10-26,Epsilon,,,60
Czechia,2020-10-26,Eta,,,60
Czechia,2020-10-26,Iota,,,60
Czechia,2020-10-26,Lambda,0,0.0,60
Czechia,2020-10-26,Mu,0,0.0,60
Czechia,2020-10-26,S:677H.Robin1,,,60
Czechia,2020-10-26,S:677P.Pelican,,,60
Czechia,2020-10-26,B.1.1.302,,,60
Czechia,2020-10-26,B.1.1.277,0,0.0,60
Czechia,2020-10-26,B.1.367,,,60
Czechia,2020-10-26,others,9,14.99,60
Czechia,2020-10-26,non_who,60,100.0,60
Czechia,2020-11-09,B.1.160,4,7.14,56
Czechia,2020-11-09,B.1.620,0,0.0,56
Czechia,2020-11-09,B.1.258,37,66.07,56
Czechia,2020-11-09,B.1.221,1,1.79,56
Czechia,2020-11-09,B.1.1.519,,,56
Czechia,2020-11-09,B.1.177,0,0.0,56
Czechia,2020-11-09,Beta,0,0.0,56
Czechia,2020-11-09,Alpha,0,0.0,56
Czechia,2020-11-09,Gamma,0,0.0,56
Czechia,2020-11-09,Delta,0,0.0,56
Czechia,2020-11-09,Kappa,0,0.0,56
Czechia,2020-11-09,Epsilon,,,56
Czechia,2020-11-09,Eta,,,56
Czechia,2020-11-09,Iota,,,56
Czechia,2020-11-09,Lambda,0,0.0,56
Czechia,2020-11-09,Mu,0,0.0,56
Czechia,2020-11-09,S:677H.Robin1,,,56
Czechia,2020-11-09,S:677P.Pelican,,,56
Czechia,2020-11-09,B.1.1.302,,,56
Czechia,2020-11-09,B.1.1.277,1,1.79,56
Czechia,2020-11-09,B.1.367,,,56
Czechia,2020-11-09,others,13,23.21,56
Czechia,2020-11-09,non_who,56,100.0,56
Czechia,2021-01-11,B.1.160,11,5.47,201
Czechia,2021-01-11,B.1.620,0,0.0,201
Czechia,2021-01-11,B.1.258,71,35.32,201
Czechia,2021-01-11,B.1.221,10,4.98,201
Czechia,2021-01-11,B.1.1.519,,,201
Czechia,2021-01-11,B.1.177,4,1.99,201
Czechia,2021-01-11,Beta,0,0.0,201
Czechia,2021-01-11,Alpha,75,37.31,201
Czechia,2021-01-11,Gamma,0,0.0,201
Czechia,2021-01-11,Delta,0,0.0,201
Czechia,2021-01-11,Kappa,0,0.0,201
Czechia,2021-01-11,Epsilon,,,201
Czechia,2021-01-11,Eta,,,201
Czechia,2021-01-11,Iota,,,201
Czechia,2021-01-11,Lambda,0,0.0,201
Czechia,2021-01-11,Mu,0,0.0,201
Czechia,2021-01-11,S:677H.Robin1,,,201
Czechia,2021-01-11,S:677P.Pelican,,,201
Czechia,2021-01-11,B.1.1.302,,,201
Czechia,2021-01-11,B.1.1.277,0,0.0,201
Czechia,2021-01-11,B.1.367,,,201
Czechia,2021-01-11,others,30,14.93,201
Czechia,2021-01-11,non_who,126,62.69,201
Czechia,2021-01-25,B.1.160,3,3.09,97
Czechia,2021-01-25,B.1.620,0,0.0,97
Czechia,2021-01-25,B.1.258,25,25.77,97
Czechia,2021-01-25,B.1.221,2,2.06,97
Czechia,2021-01-25,B.1.1.519,,,97
Czechia,2021-01-25,B.1.177,0,0.0,97
Czechia,2021-01-25,Beta,0,0.0,97
Czechia,2021-01-25,Alpha,56,57.73,97
Czechia,2021-01-25,Gamma,0,0.0,97
Czechia,2021-01-25,Delta,0,0.0,97
Czechia,2021-01-25,Kappa,0,0.0,97
Czechia,2021-01-25,Epsilon,,,97
Czechia,2021-01-25,Eta,,,97
Czechia,2021-01-25,Iota,,,97
Czechia,2021-01-25,Lambda,0,0.0,97
Czechia,2021-01-25,Mu,0,0.0,97
Czechia,2021-01-25,S:677H.Robin1,,,97
Czechia,2021-01-25,S:677P.Pelican,,,97
Czechia,2021-01-25,B.1.1.302,,,97
Czechia,2021-01-25,B.1.1.277,3,3.09,97
Czechia,2021-01-25,B.1.367,,,97
Czechia,2021-01-25,others,8,8.26,97
Czechia,2021-01-25,non_who,41,42.27,97
Czechia,2021-02-08,B.1.160,5,1.32,379
Czechia,2021-02-08,B.1.620,0,0.0,379
Czechia,2021-02-08,B.1.258,60,15.83,379
Czechia,2021-02-08,B.1.221,7,1.85,379
Czechia,2021-02-08,B.1.1.519,,,379
Czechia,2021-02-08,B.1.177,3,0.79,379
Czechia,2021-02-08,Beta,0,0.0,379
Czechia,2021-02-08,Alpha,291,76.78,379
Czechia,2021-02-08,Gamma,0,0.0,379
Czechia,2021-02-08,Delta,1,0.26,379
Czechia,2021-02-08,Kappa,0,0.0,379
Czechia,2021-02-08,Epsilon,,,379
Czechia,2021-02-08,Eta,,,379
Czechia,2021-02-08,Iota,,,379
Czechia,2021-02-08,Lambda,0,0.0,379
Czechia,2021-02-08,Mu,0,0.0,379
Czechia,2021-02-08,S:677H.Robin1,,,379
Czechia,2021-02-08,S:677P.Pelican,,,379
Czechia,2021-02-08,B.1.1.302,,,379
Czechia,2021-02-08,B.1.1.277,1,0.26,379
Czechia,2021-02-08,B.1.367,,,379
Czechia,2021-02-08,others,11,2.91,379
Czechia,2021-02-08,non_who,87,22.96,379
Czechia,2021-02-22,B.1.160,5,0.81,620
Czechia,2021-02-22,B.1.620,0,0.0,620
Czechia,2021-02-22,B.1.258,76,12.26,620
Czechia,2021-02-22,B.1.221,21,3.39,620
Czechia,2021-02-22,B.1.1.519,,,620
Czechia,2021-02-22,B.1.177,5,0.81,620
Czechia,2021-02-22,Beta,4,0.65,620
Czechia,2021-02-22,Alpha,489,78.87,620
Czechia,2021-02-22,Gamma,0,0.0,620
Czechia,2021-02-22,Delta,3,0.48,620
Czechia,2021-02-22,Kappa,0,0.0,620
Czechia,2021-02-22,Epsilon,,,620
Czechia,2021-02-22,Eta,,,620
Czechia,2021-02-22,Iota,,,620
Czechia,2021-02-22,Lambda,0,0.0,620
Czechia,2021-02-22,Mu,0,0.0,620
Czechia,2021-02-22,S:677H.Robin1,,,620
Czechia,2021-02-22,S:677P.Pelican,,,620
Czechia,2021-02-22,B.1.1.302,,,620
Czechia,2021-02-22,B.1.1.277,0,0.0,620
Czechia,2021-02-22,B.1.367,,,620
Czechia,2021-02-22,others,17,2.73,620
Czechia,2021-02-22,non_who,124,20.0,620
Czechia,2021-03-08,B.1.160,2,0.4,501
Czechia,2021-03-08,B.1.620,0,0.0,501
Czechia,2021-03-08,B.1.258,92,18.36,501
Czechia,2021-03-08,B.1.221,11,2.2,501
Czechia,2021-03-08,B.1.1.519,,,501
Czechia,2021-03-08,B.1.177,4,0.8,501
Czechia,2021-03-08,Beta,7,1.4,501
Czechia,2021-03-08,Alpha,371,74.05,501
Czechia,2021-03-08,Gamma,0,0.0,501
Czechia,2021-03-08,Delta,1,0.2,501
Czechia,2021-03-08,Kappa,0,0.0,501
Czechia,2021-03-08,Epsilon,,,501
Czechia,2021-03-08,Eta,,,501
Czechia,2021-03-08,Iota,,,501
Czechia,2021-03-08,Lambda,0,0.0,501
Czechia,2021-03-08,Mu,0,0.0,501
Czechia,2021-03-08,S:677H.Robin1,,,501
Czechia,2021-03-08,S:677P.Pelican,,,501
Czechia,2021-03-08,B.1.1.302,,,501
Czechia,2021-03-08,B.1.1.277,0,0.0,501
Czechia,2021-03-08,B.1.367,,,501
Czechia,2021-03-08,others,13,2.59,501
Czechia,2021-03-08,non_who,122,24.35,501
Czechia,2021-03-22,B.1.160,0,0.0,556
Czechia,2021-03-22,B.1.620,0,0.0,556
Czechia,2021-03-22,B.1.258,50,8.99,556
Czechia,2021-03-22,B.1.221,6,1.08,556
Czechia,2021-03-22,B.1.1.519,,,556
Czechia,2021-03-22,B.1.177,0,0.0,556
Czechia,2021-03-22,Beta,25,4.5,556
Czechia,2021-03-22,Alpha,469,84.35,556
Czechia,2021-03-22,Gamma,0,0.0,556
Czechia,2021-03-22,Delta,0,0.0,556
Czechia,2021-03-22,Kappa,0,0.0,556
Czechia,2021-03-22,Epsilon,,,556
Czechia,2021-03-22,Eta,,,556
Czechia,2021-03-22,Iota,,,556
Czechia,2021-03-22,Lambda,0,0.0,556
Czechia,2021-03-22,Mu,0,0.0,556
Czechia,2021-03-22,S:677H.Robin1,,,556
Czechia,2021-03-22,S:677P.Pelican,,,556
Czechia,2021-03-22,B.1.1.302,,,556
Czechia,2021-03-22,B.1.1.277,0,0.0,556
Czechia,2021-03-22,B.1.367,,,556
Czechia,2021-03-22,others,6,1.08,556
Czechia,2021-03-22,non_who,62,11.15,556
Czechia,2021-04-05,B.1.160,0,0.0,373
Czechia,2021-04-05,B.1.620,1,0.27,373
Czechia,2021-04-05,B.1.258,12,3.22,373
Czechia,2021-04-05,B.1.221,2,0.54,373
Czechia,2021-04-05,B.1.1.519,,,373
Czechia,2021-04-05,B.1.177,1,0.27,373
Czechia,2021-04-05,Beta,3,0.8,373
Czechia,2021-04-05,Alpha,351,94.1,373
Czechia,2021-04-05,Gamma,0,0.0,373
Czechia,2021-04-05,Delta,0,0.0,373
Czechia,2021-04-05,Kappa,0,0.0,373
Czechia,2021-04-05,Epsilon,,,373
Czechia,2021-04-05,Eta,,,373
Czechia,2021-04-05,Iota,,,373
Czechia,2021-04-05,Lambda,0,0.0,373
Czechia,2021-04-05,Mu,0,0.0,373
Czechia,2021-04-05,S:677H.Robin1,,,373
Czechia,2021-04-05,S:677P.Pelican,,,373
Czechia,2021-04-05,B.1.1.302,,,373
Czechia,2021-04-05,B.1.1.277,0,0.0,373
Czechia,2021-04-05,B.1.367,,,373
Czechia,2021-04-05,others,3,0.8,373
Czechia,2021-04-05,non_who,19,5.1,373
Czechia,2021-04-19,B.1.160,0,0.0,538
Czechia,2021-04-19,B.1.620,3,0.56,538
Czechia,2021-04-19,B.1.258,11,2.04,538
Czechia,2021-04-19,B.1.221,4,0.74,538
Czechia,2021-04-19,B.1.1.519,,,538
Czechia,2021-04-19,B.1.177,0,0.0,538
Czechia,2021-04-19,Beta,1,0.19,538
Czechia,2021-04-19,Alpha,506,94.05,538
Czechia,2021-04-19,Gamma,0,0.0,538
Czechia,2021-04-19,Delta,0,0.0,538
Czechia,2021-04-19,Kappa,2,0.37,538
Czechia,2021-04-19,Epsilon,,,538
Czechia,2021-04-19,Eta,,,538
Czechia,2021-04-19,Iota,,,538
Czechia,2021-04-19,Lambda,0,0.0,538
Czechia,2021-04-19,Mu,0,0.0,538
Czechia,2021-04-19,S:677H.Robin1,,,538
Czechia,2021-04-19,S:677P.Pelican,,,538
Czechia,2021-04-19,B.1.1.302,,,538
Czechia,2021-04-19,B.1.1.277,1,0.19,538
Czechia,2021-04-19,B.1.367,,,538
Czechia,2021-04-19,others,10,1.86,538
Czechia,2021-04-19,non_who,29,5.39,538
Czechia,2021-05-03,B.1.160,0,0.0,698
Czechia,2021-05-03,B.1.620,1,0.14,698
Czechia,2021-05-03,B.1.258,5,0.72,698
Czechia,2021-05-03,B.1.221,0,0.0,698
Czechia,2021-05-03,B.1.1.519,,,698
Czechia,2021-05-03,B.1.177,0,0.0,698
Czechia,2021-05-03,Beta,18,2.58,698
Czechia,2021-05-03,Alpha,646,92.55,698
Czechia,2021-05-03,Gamma,3,0.43,698
Czechia,2021-05-03,Delta,13,1.86,698
Czechia,2021-05-03,Kappa,1,0.14,698
Czechia,2021-05-03,Epsilon,,,698
Czechia,2021-05-03,Eta,,,698
Czechia,2021-05-03,Iota,,,698
Czechia,2021-05-03,Lambda,0,0.0,698
Czechia,2021-05-03,Mu,0,0.0,698
Czechia,2021-05-03,S:677H.Robin1,,,698
Czechia,2021-05-03,S:677P.Pelican,,,698
Czechia,2021-05-03,B.1.1.302,,,698
Czechia,2021-05-03,B.1.1.277,0,0.0,698
Czechia,2021-05-03,B.1.367,,,698
Czechia,2021-05-03,others,11,1.58,698
Czechia,2021-05-03,non_who,17,2.44,698
Czechia,2021-05-17,B.1.160,1,0.18,552
Czechia,2021-05-17,B.1.620,0,0.0,552
Czechia,2021-05-17,B.1.258,1,0.18,552
Czechia,2021-05-17,B.1.221,0,0.0,552
Czechia,2021-05-17,B.1.1.519,,,552
Czechia,2021-05-17,B.1.177,0,0.0,552
Czechia,2021-05-17,Beta,9,1.63,552
Czechia,2021-05-17,Alpha,499,90.4,552
Czechia,2021-05-17,Gamma,5,0.91,552
Czechia,2021-05-17,Delta,22,3.99,552
Czechia,2021-05-17,Kappa,1,0.18,552
Czechia,2021-05-17,Epsilon,,,552
Czechia,2021-05-17,Eta,,,552
Czechia,2021-05-17,Iota,,,552
Czechia,2021-05-17,Lambda,0,0.0,552
Czechia,2021-05-17,Mu,0,0.0,552
Czechia,2021-05-17,S:677H.Robin1,,,552
Czechia,2021-05-17,S:677P.Pelican,,,552
Czechia,2021-05-17,B.1.1.302,,,552
Czechia,2021-05-17,B.1.1.277,0,0.0,552
Czechia,2021-05-17,B.1.367,,,552
Czechia,2021-05-17,others,14,2.53,552
Czechia,2021-05-17,non_who,16,2.89,552
Czechia,2021-05-31,B.1.160,0,0.0,274
Czechia,2021-05-31,B.1.620,0,0.0,274
Czechia,2021-05-31,B.1.258,1,0.36,274
Czechia,2021-05-31,B.1.221,0,0.0,274
Czechia,2021-05-31,B.1.1.519,,,274
Czechia,2021-05-31,B.1.177,0,0.0,274
Czechia,2021-05-31,Beta,3,1.09,274
Czechia,2021-05-31,Alpha,221,80.66,274
Czechia,2021-05-31,Gamma,4,1.46,274
Czechia,2021-05-31,Delta,36,13.14,274
Czechia,2021-05-31,Kappa,0,0.0,274
Czechia,2021-05-31,Epsilon,,,274
Czechia,2021-05-31,Eta,,,274
Czechia,2021-05-31,Iota,,,274
Czechia,2021-05-31,Lambda,0,0.0,274
Czechia,2021-05-31,Mu,0,0.0,274
Czechia,2021-05-31,S:677H.Robin1,,,274
Czechia,2021-05-31,S:677P.Pelican,,,274
Czechia,2021-05-31,B.1.1.302,,,274
Czechia,2021-05-31,B.1.1.277,0,0.0,274
Czechia,2021-05-31,B.1.367,,,274
Czechia,2021-05-31,others,9,3.29,274
Czechia,2021-05-31,non_who,10,3.65,274
Czechia,2021-06-14,B.1.160,0,0.0,387
Czechia,2021-06-14,B.1.620,0,0.0,387
Czechia,2021-06-14,B.1.258,2,0.52,387
Czechia,2021-06-14,B.1.221,0,0.0,387
Czechia,2021-06-14,B.1.1.519,,,387
Czechia,2021-06-14,B.1.177,0,0.0,387
Czechia,2021-06-14,Beta,2,0.52,387
Czechia,2021-06-14,Alpha,323,83.46,387
Czechia,2021-06-14,Gamma,5,1.29,387
Czechia,2021-06-14,Delta,47,12.14,387
Czechia,2021-06-14,Kappa,0,0.0,387
Czechia,2021-06-14,Epsilon,,,387
Czechia,2021-06-14,Eta,,,387
Czechia,2021-06-14,Iota,,,387
Czechia,2021-06-14,Lambda,0,0.0,387
Czechia,2021-06-14,Mu,1,0.26,387
Czechia,2021-06-14,S:677H.Robin1,,,387
Czechia,2021-06-14,S:677P.Pelican,,,387
Czechia,2021-06-14,B.1.1.302,,,387
Czechia,2021-06-14,B.1.1.277,0,0.0,387
Czechia,2021-06-14,B.1.367,,,387
Czechia,2021-06-14,others,7,1.81,387
Czechia,2021-06-14,non_who,9,2.33,387
Czechia,2021-06-28,B.1.160,0,0.0,217
Czechia,2021-06-28,B.1.620,0,0.0,217
Czechia,2021-06-28,B.1.258,0,0.0,217
Czechia,2021-06-28,B.1.221,0,0.0,217
Czechia,2021-06-28,B.1.1.519,,,217
Czechia,2021-06-28,B.1.177,0,0.0,217
Czechia,2021-06-28,Beta,0,0.0,217
Czechia,2021-06-28,Alpha,118,54.38,217
Czechia,2021-06-28,Gamma,3,1.38,217
Czechia,2021-06-28,Delta,87,40.09,217
Czechia,2021-06-28,Kappa,0,0.0,217
Czechia,2021-06-28,Epsilon,,,217
Czechia,2021-06-28,Eta,,,217
Czechia,2021-06-28,Iota,,,217
Czechia,2021-06-28,Lambda,0,0.0,217
Czechia,2021-06-28,Mu,0,0.0,217
Czechia,2021-06-28,S:677H.Robin1,,,217
Czechia,2021-06-28,S:677P.Pelican,,,217
Czechia,2021-06-28,B.1.1.302,,,217
Czechia,2021-06-28,B.1.1.277,0,0.0,217
Czechia,2021-06-28,B.1.367,,,217
Czechia,2021-06-28,others,9,4.15,217
Czechia,2021-06-28,non_who,9,4.15,217
Czechia,2021-07-12,B.1.160,0,0.0,450
Czechia,2021-07-12,B.1.620,0,0.0,450
Czechia,2021-07-12,B.1.258,0,0.0,450
Czechia,2021-07-12,B.1.221,0,0.0,450
Czechia,2021-07-12,B.1.1.519,,,450
Czechia,2021-07-12,B.1.177,0,0.0,450
Czechia,2021-07-12,Beta,1,0.22,450
Czechia,2021-07-12,Alpha,50,11.11,450
Czechia,2021-07-12,Gamma,0,0.0,450
Czechia,2021-07-12,Delta,389,86.44,450
Czechia,2021-07-12,Kappa,0,0.0,450
Czechia,2021-07-12,Epsilon,,,450
Czechia,2021-07-12,Eta,,,450
Czechia,2021-07-12,Iota,,,450
Czechia,2021-07-12,Lambda,0,0.0,450
Czechia,2021-07-12,Mu,0,0.0,450
Czechia,2021-07-12,S:677H.Robin1,,,450
Czechia,2021-07-12,S:677P.Pelican,,,450
Czechia,2021-07-12,B.1.1.302,,,450
Czechia,2021-07-12,B.1.1.277,0,0.0,450
Czechia,2021-07-12,B.1.367,,,450
Czechia,2021-07-12,others,10,2.23,450
Czechia,2021-07-12,non_who,10,2.23,450
Czechia,2021-07-26,B.1.160,0,0.0,523
Czechia,2021-07-26,B.1.620,0,0.0,523
Czechia,2021-07-26,B.1.258,0,0.0,523
Czechia,2021-07-26,B.1.221,0,0.0,523
Czechia,2021-07-26,B.1.1.519,,,523
Czechia,2021-07-26,B.1.177,0,0.0,523
Czechia,2021-07-26,Beta,1,0.19,523
Czechia,2021-07-26,Alpha,6,1.15,523
Czechia,2021-07-26,Gamma,0,0.0,523
Czechia,2021-07-26,Delta,510,97.51,523
Czechia,2021-07-26,Kappa,0,0.0,523
Czechia,2021-07-26,Epsilon,,,523
Czechia,2021-07-26,Eta,,,523
Czechia,2021-07-26,Iota,,,523
Czechia,2021-07-26,Lambda,0,0.0,523
Czechia,2021-07-26,Mu,0,0.0,523
Czechia,2021-07-26,S:677H.Robin1,,,523
Czechia,2021-07-26,S:677P.Pelican,,,523
Czechia,2021-07-26,B.1.1.302,,,523
Czechia,2021-07-26,B.1.1.277,0,0.0,523
Czechia,2021-07-26,B.1.367,,,523
Czechia,2021-07-26,others,6,1.15,523
Czechia,2021-07-26,non_who,6,1.15,523
Czechia,2021-08-09,B.1.160,0,0.0,566
Czechia,2021-08-09,B.1.620,0,0.0,566
Czechia,2021-08-09,B.1.258,1,0.18,566
Czechia,2021-08-09,B.1.221,0,0.0,566
Czechia,2021-08-09,B.1.1.519,,,566
Czechia,2021-08-09,B.1.177,0,0.0,566
Czechia,2021-08-09,Beta,1,0.18,566
Czechia,2021-08-09,Alpha,3,0.53,566
Czechia,2021-08-09,Gamma,0,0.0,566
Czechia,2021-08-09,Delta,560,98.94,566
Czechia,2021-08-09,Kappa,0,0.0,566
Czechia,2021-08-09,Epsilon,,,566
Czechia,2021-08-09,Eta,,,566
Czechia,2021-08-09,Iota,,,566
Czechia,2021-08-09,Lambda,0,0.0,566
Czechia,2021-08-09,Mu,0,0.0,566
Czechia,2021-08-09,S:677H.Robin1,,,566
Czechia,2021-08-09,S:677P.Pelican,,,566
Czechia,2021-08-09,B.1.1.302,,,566
Czechia,2021-08-09,B.1.1.277,0,0.0,566
Czechia,2021-08-09,B.1.367,,,566
Czechia,2021-08-09,others,1,0.17,566
Czechia,2021-08-09,non_who,2,0.35,566
Czechia,2021-08-23,B.1.160,2,0.32,622
Czechia,2021-08-23,B.1.620,0,0.0,622
Czechia,2021-08-23,B.1.258,0,0.0,622
Czechia,2021-08-23,B.1.221,0,0.0,622
Czechia,2021-08-23,B.1.1.519,,,622
Czechia,2021-08-23,B.1.177,0,0.0,622
Czechia,2021-08-23,Beta,1,0.16,622
Czechia,2021-08-23,Alpha,0,0.0,622
Czechia,2021-08-23,Gamma,0,0.0,622
Czechia,2021-08-23,Delta,618,99.36,622
Czechia,2021-08-23,Kappa,0,0.0,622
Czechia,2021-08-23,Epsilon,,,622
Czechia,2021-08-23,Eta,,,622
Czechia,2021-08-23,Iota,,,622
Czechia,2021-08-23,Lambda,0,0.0,622
Czechia,2021-08-23,Mu,0,0.0,622
Czechia,2021-08-23,S:677H.Robin1,,,622
Czechia,2021-08-23,S:677P.Pelican,,,622
Czechia,2021-08-23,B.1.1.302,,,622
Czechia,2021-08-23,B.1.1.277,0,0.0,622
Czechia,2021-08-23,B.1.367,,,622
Czechia,2021-08-23,others,1,0.16,622
Czechia,2021-08-23,non_who,3,0.48,622
Czechia,2021-09-06,B.1.160,1,0.13,745
Czechia,2021-09-06,B.1.620,0,0.0,745
Czechia,2021-09-06,B.1.258,0,0.0,745
Czechia,2021-09-06,B.1.221,0,0.0,745
Czechia,2021-09-06,B.1.1.519,,,745
Czechia,2021-09-06,B.1.177,0,0.0,745
Czechia,2021-09-06,Beta,1,0.13,745
Czechia,2021-09-06,Alpha,0,0.0,745
Czechia,2021-09-06,Gamma,0,0.0,745
Czechia,2021-09-06,Delta,742,99.6,745
Czechia,2021-09-06,Kappa,0,0.0,745
Czechia,2021-09-06,Epsilon,,,745
Czechia,2021-09-06,Eta,,,745
Czechia,2021-09-06,Iota,,,745
Czechia,2021-09-06,Lambda,1,0.13,745
Czechia,2021-09-06,Mu,0,0.0,745
Czechia,2021-09-06,S:677H.Robin1,,,745
Czechia,2021-09-06,S:677P.Pelican,,,745
Czechia,2021-09-06,B.1.1.302,,,745
Czechia,2021-09-06,B.1.1.277,0,0.0,745
Czechia,2021-09-06,B.1.367,,,745
Czechia,2021-09-06,others,0,0.01,745
Czechia,2021-09-06,non_who,1,0.14,745
Czechia,2021-09-20,B.1.160,0,0.0,1201
Czechia,2021-09-20,B.1.620,0,0.0,1201
Czechia,2021-09-20,B.1.258,0,0.0,1201
Czechia,2021-09-20,B.1.221,0,0.0,1201
Czechia,2021-09-20,B.1.1.519,,,1201
Czechia,2021-09-20,B.1.177,0,0.0,1201
Czechia,2021-09-20,Beta,0,0.0,1201
Czechia,2021-09-20,Alpha,0,0.0,1201
Czechia,2021-09-20,Gamma,0,0.0,1201
Czechia,2021-09-20,Delta,1201,100.0,1201
Czechia,2021-09-20,Kappa,0,0.0,1201
Czechia,2021-09-20,Epsilon,,,1201
Czechia,2021-09-20,Eta,,,1201
Czechia,2021-09-20,Iota,,,1201
Czechia,2021-09-20,Lambda,0,0.0,1201
Czechia,2021-09-20,Mu,0,0.0,1201
Czechia,2021-09-20,S:677H.Robin1,,,1201
Czechia,2021-09-20,S:677P.Pelican,,,1201
Czechia,2021-09-20,B.1.1.302,,,1201
Czechia,2021-09-20,B.1.1.277,0,0.0,1201
Czechia,2021-09-20,B.1.367,,,1201
Czechia,2021-09-20,others,0,0.0,1201
Czechia,2021-09-20,non_who,0,0.0,1201
Czechia,2021-10-04,B.1.160,0,0.0,767
Czechia,2021-10-04,B.1.620,0,0.0,767
Czechia,2021-10-04,B.1.258,0,0.0,767
Czechia,2021-10-04,B.1.221,0,0.0,767
Czechia,2021-10-04,B.1.1.519,,,767
Czechia,2021-10-04,B.1.177,0,0.0,767
Czechia,2021-10-04,Beta,0,0.0,767
Czechia,2021-10-04,Alpha,0,0.0,767
Czechia,2021-10-04,Gamma,0,0.0,767
Czechia,2021-10-04,Delta,767,100.0,767
Czechia,2021-10-04,Kappa,0,0.0,767
Czechia,2021-10-04,Epsilon,,,767
Czechia,2021-10-04,Eta,,,767
Czechia,2021-10-04,Iota,,,767
Czechia,2021-10-04,Lambda,0,0.0,767
Czechia,2021-10-04,Mu,0,0.0,767
Czechia,2021-10-04,S:677H.Robin1,,,767
Czechia,2021-10-04,S:677P.Pelican,,,767
Czechia,2021-10-04,B.1.1.302,,,767
Czechia,2021-10-04,B.1.1.277,0,0.0,767
Czechia,2021-10-04,B.1.367,,,767
Czechia,2021-10-04,others,0,0.0,767
Czechia,2021-10-04,non_who,0,0.0,767
Czechia,2021-10-18,B.1.160,0,0.0,503
Czechia,2021-10-18,B.1.620,0,0.0,503
Czechia,2021-10-18,B.1.258,0,0.0,503
Czechia,2021-10-18,B.1.221,0,0.0,503
Czechia,2021-10-18,B.1.1.519,,,503
Czechia,2021-10-18,B.1.177,0,0.0,503
Czechia,2021-10-18,Beta,0,0.0,503
Czechia,2021-10-18,Alpha,0,0.0,503
Czechia,2021-10-18,Gamma,0,0.0,503
Czechia,2021-10-18,Delta,503,100.0,503
Czechia,2021-10-18,Kappa,0,0.0,503
Czechia,2021-10-18,Epsilon,,,503
Czechia,2021-10-18,Eta,,,503
Czechia,2021-10-18,Iota,,,503
Czechia,2021-10-18,Lambda,0,0.0,503
Czechia,2021-10-18,Mu,0,0.0,503
Czechia,2021-10-18,S:677H.Robin1,,,503
Czechia,2021-10-18,S:677P.Pelican,,,503
Czechia,2021-10-18,B.1.1.302,,,503
Czechia,2021-10-18,B.1.1.277,0,0.0,503
Czechia,2021-10-18,B.1.367,,,503
Czechia,2021-10-18,others,0,0.0,503
Czechia,2021-10-18,non_who,0,0.0,503
Czechia,2021-11-01,B.1.160,0,0.0,31
Czechia,2021-11-01,B.1.620,0,0.0,31
Czechia,2021-11-01,B.1.258,0,0.0,31
Czechia,2021-11-01,B.1.221,0,0.0,31
Czechia,2021-11-01,B.1.1.519,,,31
Czechia,2021-11-01,B.1.177,0,0.0,31
Czechia,2021-11-01,Beta,0,0.0,31
Czechia,2021-11-01,Alpha,0,0.0,31
Czechia,2021-11-01,Gamma,0,0.0,31
Czechia,2021-11-01,Delta,31,100.0,31
Czechia,2021-11-01,Kappa,0,0.0,31
Czechia,2021-11-01,Epsilon,,,31
Czechia,2021-11-01,Eta,,,31
Czechia,2021-11-01,Iota,,,31
Czechia,2021-11-01,Lambda,0,0.0,31
Czechia,2021-11-01,Mu,0,0.0,31
Czechia,2021-11-01,S:677H.Robin1,,,31
Czechia,2021-11-01,S:677P.Pelican,,,31
Czechia,2021-11-01,B.1.1.302,,,31
Czechia,2021-11-01,B.1.1.277,0,0.0,31
Czechia,2021-11-01,B.1.367,,,31
Czechia,2021-11-01,others,0,0.0,31
Czechia,2021-11-01,non_who,0,0.0,31
Denmark,2020-05-11,B.1.160,0,0.0,155
Denmark,2020-05-11,B.1.620,,,155
Denmark,2020-05-11,B.1.258,0,0.0,155
Denmark,2020-05-11,B.1.221,0,0.0,155
Denmark,2020-05-11,B.1.1.519,0,0.0,155
Denmark,2020-05-11,B.1.177,0,0.0,155
Denmark,2020-05-11,Beta,0,0.0,155
Denmark,2020-05-11,Alpha,0,0.0,155
Denmark,2020-05-11,Gamma,0,0.0,155
Denmark,2020-05-11,Delta,0,0.0,155
Denmark,2020-05-11,Kappa,0,0.0,155
Denmark,2020-05-11,Epsilon,0,0.0,155
Denmark,2020-05-11,Eta,0,0.0,155
Denmark,2020-05-11,Iota,0,0.0,155
Denmark,2020-05-11,Lambda,0,0.0,155
Denmark,2020-05-11,Mu,0,0.0,155
Denmark,2020-05-11,S:677H.Robin1,,,155
Denmark,2020-05-11,S:677P.Pelican,0,0.0,155
Denmark,2020-05-11,B.1.1.302,0,0.0,155
Denmark,2020-05-11,B.1.1.277,0,0.0,155
Denmark,2020-05-11,B.1.367,0,0.0,155
Denmark,2020-05-11,others,155,100.0,155
Denmark,2020-05-11,non_who,155,100.0,155
Denmark,2020-05-25,B.1.160,0,0.0,136
Denmark,2020-05-25,B.1.620,,,136
Denmark,2020-05-25,B.1.258,0,0.0,136
Denmark,2020-05-25,B.1.221,0,0.0,136
